block,n_quarters,n_arms_available,argmin_by_quarter,n_distinct_argmin,constant_argmin,whole_horizon_best,n_quarters_where_whole_best_suboptimal,per_leadtime_oracle_mse,best_fixed_arm_mse,control_mse,leadtime_oracle_gain_vs_control_pct,leadtime_oracle_gain_vs_best_fixed_pct
ETTm1|336|iTransformer,4,3,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.41037454205209406,0.41037454205209406,0.41925310945656297,2.117710567722999,0.0
ETTm1|720|DLinear,4,4,q1:none;q2:fredf;q3:fredf;q4:fredf,2,False,fredf,1,0.4716610608224006,0.4728173481225561,0.47297717576567455,0.2782618296841403,0.24455263850762415
ETTm1|720|PatchTST,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.46350888810775204,0.46350888810775204,0.46350888810775204,0.0,0.0
ETTm1|720|TimesNet,4,3,q1:san_lite;q2:san_lite;q3:san_lite;q4:san_lite,1,True,san_lite,0,0.46304699774932173,0.46304699774932173,0.5193320229851033,10.837965452670737,0.0
ETTm1|720|iTransformer,4,3,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.4783429062497292,0.4783429062497292,0.5212562211123082,8.232671980586879,0.0
ETTm1|96|DLinear,4,4,q1:none;q2:fredf;q3:fredf;q4:fredf,2,False,fredf,1,0.3414789134977254,0.34225930824851863,0.3459462662310266,1.2913429539134935,0.22801271783865376
ETTm1|96|PatchTST,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.33060462042615235,0.33060462042615235,0.33060462042615235,0.0,0.0
ETTm1|96|TimesNet,4,3,q1:none;q2:none;q3:none;q4:fredf,2,False,none,1,0.3355762451491738,0.33648195785958135,0.33648195785958135,0.26917125547204995,0.26917125547204995
ETTm1|96|iTransformer,4,3,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.3282522932986873,0.3282522932986873,0.3437627622457952,4.5119689072133085,0.0
ETTm2|192|DLinear,4,4,q1:revin;q2:revin;q3:revin;q4:revin,1,True,revin,0,0.24635372397367783,0.24635372397367783,0.28470460439659334,13.470411026262418,0.0
ETTm2|192|PatchTST,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.24208887582478045,0.24208887582478045,0.24208887582478045,0.0,0.0
ETTm2|192|TimesNet,4,3,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.252286967760192,0.252286967760192,0.26388650984614614,4.395655576602622,0.0
ETTm2|192|iTransformer,4,3,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.2436916098111761,0.2436916098111761,0.26259959396624605,7.200309745147715,0.0
ETTm2|336|DLinear,4,4,q1:revin;q2:revin;q3:revin;q4:revin,1,True,revin,0,0.30637751299668103,0.30637751299668103,0.38492739181394053,20.406414427172688,0.0
ETTm2|336|PatchTST,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.302981432376609,0.302981432376609,0.302981432376609,0.0,0.0
ETTm2|336|TimesNet,4,3,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.30964156440550994,0.30964156440550994,0.3173234760902959,2.4208456870048947,0.0
ETTm2|336|iTransformer,4,3,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.30530099135802286,0.30530099135802286,0.31572228948799397,3.3007799819491064,0.0
ETTm2|720|DLinear,4,4,q1:revin;q2:revin;q3:revin;q4:revin,1,True,revin,0,0.40682498876455986,0.40682498876455986,0.5561041732951169,26.84374469733328,0.0
ETTm2|720|PatchTST,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.40141385122323964,0.40141385122323964,0.40141385122323964,0.0,0.0
ETTm2|720|TimesNet,4,3,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.4164510762945801,0.4164510762945801,0.4844621662710437,14.038472911094816,0.0
ETTm2|720|iTransformer,4,3,q1:fredf;q2:fredf;q3:fredf;q4:none,2,False,fredf,1,0.4068171427440781,0.4070350693141717,0.41126009070126024,1.0803255792718054,0.05353999852170253
