protocol,key,backbone,dataset,pred_len,mse_best_fixed_val,mse_selector,abs_mse_delta_vs_bf,rel_pct_delta_vs_bf,worse_than_bf
"online selector (legal H delay, 123 groups)",PatchTST__ETTm1__h720__s2021,PatchTST,ETTm1,720,0.4696751251445735,0.4828879609327091,0.01321283578813559,2.813186196324208,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTm2__h96__s2021,PatchTST,ETTm2,96,0.1773566281379731,0.1795788891389058,0.0022222610009327015,1.252990104888503,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTm2__h192__s2021,PatchTST,ETTm2,192,0.2448772783573896,0.2457500288527717,0.0008727504953821019,0.35640321602576536,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTm2__h336__s2021,PatchTST,ETTm2,336,0.3100780744065402,0.3143292460169964,0.004251171610456184,1.3710003903347632,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTm2__h720__s2021,PatchTST,ETTm2,720,0.4222567841889555,0.4299157321280891,0.007658947939133576,1.8138128801990487,True
"online selector (legal H delay, 123 groups)",PatchTST__Electricity__h96__s2021,PatchTST,Electricity,96,0.1928020625083633,0.1928020625083633,0.0,0.0,False
"online selector (legal H delay, 123 groups)",PatchTST__Electricity__h192__s2021,PatchTST,Electricity,192,0.1983613488015176,0.1983613488015176,0.0,0.0,False
"online selector (legal H delay, 123 groups)",PatchTST__Electricity__h336__s2021,PatchTST,Electricity,336,0.2089986473071884,0.2089986473071884,0.0,0.0,False
"online selector (legal H delay, 123 groups)",PatchTST__Electricity__h720__s2021,PatchTST,Electricity,720,0.2530589701266102,0.2530589701266102,0.0,0.0,False
"online selector (legal H delay, 123 groups)",PatchTST__Exchange__h96__s2021,PatchTST,Exchange,96,0.0855352474400439,0.0840982989545737,-0.0014369484854701992,-1.679948943244048,False
"online selector (legal H delay, 123 groups)",PatchTST__Exchange__h192__s2021,PatchTST,Exchange,192,0.1696074854671245,0.1715242115885834,0.0019167261214588782,1.1300952408910057,True
"online selector (legal H delay, 123 groups)",PatchTST__Exchange__h336__s2021,PatchTST,Exchange,336,0.3610316525360935,0.345328025775246,-0.015703626760847467,-4.349653735492769,False
"online selector (legal H delay, 123 groups)",PatchTST__ILI__h24__s2021,PatchTST,ILI,24,2.685893581950501,2.686581356374368,0.0006877744238669159,0.02560691266730876,True
"online selector (legal H delay, 123 groups)",PatchTST__ILI__h36__s2021,PatchTST,ILI,36,2.898173527395139,2.898173527395139,0.0,0.0,False
"online selector (legal H delay, 123 groups)",PatchTST__ILI__h48__s2021,PatchTST,ILI,48,3.239153698390844,3.239153698390844,0.0,0.0,False
"online selector (legal H delay, 123 groups)",PatchTST__ILI__h60__s2021,PatchTST,ILI,60,3.7281732414219833,3.7281732414219833,0.0,0.0,False
"online selector (legal H delay, 123 groups)",PatchTST__Weather__h96__s2021,PatchTST,Weather,96,0.1841661097976128,0.1836073276151949,-0.000558782182417894,-0.30341205720855,False
"online selector (legal H delay, 123 groups)",PatchTST__Weather__h192__s2021,PatchTST,Weather,192,0.2285217334846105,0.2307719125681274,0.0022501790835169067,0.9846674314976883,True
"online selector (legal H delay, 123 groups)",PatchTST__Weather__h336__s2021,PatchTST,Weather,336,0.283273423132481,0.2838905350862725,0.0006171119537914938,0.2178502829412569,True
"online selector (legal H delay, 123 groups)",PatchTST__Weather__h720__s2021,PatchTST,Weather,720,0.3620340862002346,0.365184570475594,0.003150484275359411,0.8702175832186515,True
"online selector (legal H delay, 123 groups)",TimesNet__ETTh1__h96__s2021,TimesNet,ETTh1,96,0.4248348514900282,0.4105968223091571,-0.014238029180871081,-3.351426826432407,False
"online selector (legal H delay, 123 groups)",TimesNet__ETTh1__h192__s2021,TimesNet,ETTh1,192,0.5297284952559183,0.4859732933995911,-0.04375520185632714,-8.25992980332094,False
"online selector (legal H delay, 123 groups)",TimesNet__ETTh1__h336__s2021,TimesNet,ETTh1,336,0.5544676777732593,0.5270285951762029,-0.027439082597056408,-4.948725362540823,False
"online selector (legal H delay, 123 groups)",TimesNet__ETTh1__h720__s2021,TimesNet,ETTh1,720,0.7076273425886153,0.611800758231439,-0.09582658435717628,-13.541956138470729,False
"online selector (legal H delay, 123 groups)",TimesNet__ETTh2__h96__s2021,TimesNet,ETTh2,96,0.331527772830926,0.323296667530706,-0.008231105300219976,-2.4827800186796756,False
"online selector (legal H delay, 123 groups)",TimesNet__ETTh2__h192__s2021,TimesNet,ETTh2,192,0.4098987412580405,0.4320003313747558,0.02210159011671531,5.391963402688728,True
"online selector (legal H delay, 123 groups)",TimesNet__ETTh2__h336__s2021,TimesNet,ETTh2,336,0.5324637145950762,0.539788339825009,0.007324625229932713,1.3756102113930686,True
"online selector (legal H delay, 123 groups)",TimesNet__ETTh2__h720__s2021,TimesNet,ETTh2,720,0.6176990944424244,0.6290448020308651,0.011345707588440668,1.8367693413379609,True
"online selector (legal H delay, 123 groups)",TimesNet__ETTm1__h96__s2021,TimesNet,ETTm1,96,0.3361525413006352,0.3403977390751275,0.004245197774492282,1.2628783819592264,True
"online selector (legal H delay, 123 groups)",TimesNet__ETTm1__h192__s2021,TimesNet,ETTm1,192,0.387752390468721,0.3874963220863493,-0.00025606838237168805,-0.06603914989721886,False
"online selector (legal H delay, 123 groups)",TimesNet__ETTm1__h336__s2021,TimesNet,ETTm1,336,0.4280587366787022,0.410773565464085,-0.0172851712146172,-4.038037244311947,False
"online selector (legal H delay, 123 groups)",TimesNet__ETTm1__h720__s2021,TimesNet,ETTm1,720,0.5150795393390512,0.5206295211005219,0.0055499817614707014,1.0774999466281314,True
"online selector (legal H delay, 123 groups)",TimesNet__ETTm2__h96__s2021,TimesNet,ETTm2,96,0.1792415863415805,0.1812152447582924,0.0019736584167119042,1.1011163519556815,True
"online selector (legal H delay, 123 groups)",TimesNet__ETTm2__h192__s2021,TimesNet,ETTm2,192,0.2544920977796763,0.2632415118397535,0.008749414060077176,3.4379904666634813,True
"online selector (legal H delay, 123 groups)",TimesNet__ETTm2__h336__s2021,TimesNet,ETTm2,336,0.316157193680531,0.3236439291129234,0.007486735432392366,2.3680420948945815,True
"online selector (legal H delay, 123 groups)",TimesNet__ETTm2__h720__s2021,TimesNet,ETTm2,720,0.5111453521949806,0.4540709290243652,-0.057074423170615396,-11.165986920457,False
"online selector (legal H delay, 123 groups)",TimesNet__Electricity__h96__s2021,TimesNet,Electricity,96,0.1792551298352194,0.1807144009198609,0.0014592710846415002,0.8140749366464087,True
"online selector (legal H delay, 123 groups)",TimesNet__Electricity__h192__s2021,TimesNet,Electricity,192,0.1956406971220112,0.1956795951871322,3.889806512100136e-05,0.019882399568808835,True
"online selector (legal H delay, 123 groups)",TimesNet__Electricity__h336__s2021,TimesNet,Electricity,336,0.208501096913097,0.208501096913097,0.0,0.0,False
"online selector (legal H delay, 123 groups)",TimesNet__Electricity__h720__s2021,TimesNet,Electricity,720,0.2969017898504474,0.29698681949524,8.502964479256692e-05,0.028638980194561056,True
"online selector (legal H delay, 123 groups)",TimesNet__Exchange__h96__s2021,TimesNet,Exchange,96,0.10332807895712,0.0967112445422809,-0.006616834414839096,-6.4037137645663655,False
"online selector (legal H delay, 123 groups)",TimesNet__Exchange__h192__s2021,TimesNet,Exchange,192,0.180834528272298,0.1806935168083303,-0.0001410114639677218,-0.07797817447527984,False
"online selector (legal H delay, 123 groups)",TimesNet__Exchange__h336__s2021,TimesNet,Exchange,336,0.3745758064425865,0.4282372126060738,0.0536614061634873,14.32591353753444,True
"online selector (legal H delay, 123 groups)",TimesNet__ILI__h24__s2021,TimesNet,ILI,24,2.56562716248509,2.56562716248509,0.0,0.0,False
"online selector (legal H delay, 123 groups)",TimesNet__ILI__h36__s2021,TimesNet,ILI,36,3.165487760403117,3.165487760403117,0.0,0.0,False
"online selector (legal H delay, 123 groups)",TimesNet__ILI__h48__s2021,TimesNet,ILI,48,3.4584499548892587,3.4584499548892587,0.0,0.0,False
"online selector (legal H delay, 123 groups)",TimesNet__ILI__h60__s2021,TimesNet,ILI,60,3.76242300143113,3.76242300143113,0.0,0.0,False
"online selector (legal H delay, 123 groups)",TimesNet__Weather__h96__s2021,TimesNet,Weather,96,0.1649980396713635,0.1670626406127656,0.002064600941402095,1.2512881640983642,True
"online selector (legal H delay, 123 groups)",TimesNet__Weather__h192__s2021,TimesNet,Weather,192,0.2177386334387482,0.2205555457759365,0.00281691233718831,1.293712692461043,True
"online selector (legal H delay, 123 groups)",TimesNet__Weather__h336__s2021,TimesNet,Weather,336,0.2752036343517033,0.2819340893818291,0.006730455030125815,2.4456272338047915,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTh1__h96__s2021,iTransformer,ETTh1,96,0.3842914841318272,0.3918165221572055,0.00752503802537835,1.958158933024122,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTh1__h192__s2021,iTransformer,ETTh1,192,0.4492758067610458,0.4393999828999168,-0.009875823861129007,-2.1981650719914274,False
"online selector (legal H delay, 123 groups)",iTransformer__ETTh1__h336__s2021,iTransformer,ETTh1,336,0.4944394508966119,0.4964957101993185,0.0020562593027065867,0.41587686803263474,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTh1__h720__s2021,iTransformer,ETTh1,720,0.5215753044294533,0.5238921698764494,0.0023168654469960526,0.44420535775374786,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTh2__h96__s2021,iTransformer,ETTh2,96,0.29880796442021,0.300763803763144,0.0019558393429339738,0.6545472597187874,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTh2__h192__s2021,iTransformer,ETTh2,192,0.3984538446597137,0.4083490885889644,0.00989524392925073,2.4834103276632797,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTh2__h336__s2021,iTransformer,ETTh2,336,0.4606399611279456,0.4640509952863129,0.0034110341583672987,0.7404989680041812,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTh2__h720__s2021,iTransformer,ETTh2,720,0.6154558429239857,0.6149787963843031,-0.0004770465396826129,-0.07751109119643738,False
"online selector (legal H delay, 123 groups)",iTransformer__ETTm1__h96__s2021,iTransformer,ETTm1,96,0.3330669713926968,0.3408008423740002,0.0077338709813034034,2.322016785082216,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTm1__h192__s2021,iTransformer,ETTm1,192,0.380008187526321,0.3850668183131257,0.005058630786804741,1.331189946125663,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTm1__h336__s2021,iTransformer,ETTm1,336,0.4173887210973386,0.4215096536093576,0.004120932512019004,0.9873128581876479,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTm1__h720__s2021,iTransformer,ETTm1,720,0.5231367071157244,0.5089697422116608,-0.01416696490406355,-2.7080808345818568,False
"online selector (legal H delay, 123 groups)",iTransformer__ETTm2__h96__s2021,iTransformer,ETTm2,96,0.1816880798514977,0.1839494372853924,0.0022613574338946896,1.244637202255098,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTm2__h192__s2021,iTransformer,ETTm2,192,0.2475146932093078,0.251021203295713,0.003506510086405179,1.4166876482924353,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTm2__h336__s2021,iTransformer,ETTm2,336,0.3096213085675269,0.3120653397304164,0.002444031162889493,0.7893614216014018,True
"online selector (legal H delay, 123 groups)",iTransformer__ETTm2__h720__s2021,iTransformer,ETTm2,720,0.4314784762118736,0.4325475216158715,0.001069045403997937,0.24776332144850532,True
"online selector (legal H delay, 123 groups)",iTransformer__Electricity__h96__s2021,iTransformer,Electricity,96,0.1586344890732999,0.1586994371248505,6.494805155057848e-05,0.04094194896077616,True
"online selector (legal H delay, 123 groups)",iTransformer__Electricity__h192__s2021,iTransformer,Electricity,192,0.173002531177958,0.1733079788022802,0.0003054476243221915,0.17655673720056425,True
"online selector (legal H delay, 123 groups)",iTransformer__Electricity__h336__s2021,iTransformer,Electricity,336,0.1862198644134831,0.1882929313391297,0.0020730669256465994,1.1132361910883772,True
"online selector (legal H delay, 123 groups)",iTransformer__Electricity__h720__s2021,iTransformer,Electricity,720,0.2250850078043155,0.2283807893802095,0.003295781575893997,1.4642386039141642,True
"online selector (legal H delay, 123 groups)",iTransformer__Exchange__h96__s2021,iTransformer,Exchange,96,0.1136568332874801,0.0915343770328881,-0.022122456254592,-19.46425535069778,False
"online selector (legal H delay, 123 groups)",iTransformer__Exchange__h192__s2021,iTransformer,Exchange,192,0.1812181205404971,0.1810001599745302,-0.0002179605659669015,-0.12027526017642011,False
"online selector (legal H delay, 123 groups)",iTransformer__Exchange__h336__s2021,iTransformer,Exchange,336,0.3616280150258513,0.3602839727262937,-0.0013440422995575907,-0.3716643190549025,False
"online selector (legal H delay, 123 groups)",iTransformer__ILI__h24__s2021,iTransformer,ILI,24,2.261683749468768,2.261683749468768,0.0,0.0,False
"online selector (legal H delay, 123 groups)",iTransformer__ILI__h36__s2021,iTransformer,ILI,36,2.3359365151798137,2.3359365151798137,0.0,0.0,False
"online selector (legal H delay, 123 groups)",iTransformer__ILI__h48__s2021,iTransformer,ILI,48,2.769364740775556,2.769364740775556,0.0,0.0,False
"online selector (legal H delay, 123 groups)",iTransformer__ILI__h60__s2021,iTransformer,ILI,60,3.2205425363940163,3.246952062523043,0.026409526129026695,0.8200334518356328,True
"online selector (legal H delay, 123 groups)",iTransformer__Weather__h96__s2021,iTransformer,Weather,96,0.1730217028959684,0.1748673181501507,0.0018456152541822812,1.066695809422233,True
"online selector (legal H delay, 123 groups)",iTransformer__Weather__h192__s2021,iTransformer,Weather,192,0.2243749134751662,0.2237905029478171,-0.0005844105273490885,-0.26046161680805324,False
"online selector (legal H delay, 123 groups)",iTransformer__Weather__h336__s2021,iTransformer,Weather,336,0.2798738396735231,0.2808169210110695,0.000943081337546392,0.3369665913207573,True
"online selector (legal H delay, 123 groups)",iTransformer__Weather__h720__s2021,iTransformer,Weather,720,0.3597964317425267,0.361369587708633,0.0015731559661062988,0.43723501049950997,True
online selector (all 127 groups),DLinear__ETTh1__h96__s2021,DLinear,ETTh1,96,0.4013152624559739,0.4069769975863322,0.005661735130358336,1.410794868779618,True
online selector (all 127 groups),DLinear__ETTh1__h192__s2021,DLinear,ETTh1,192,0.4538370510089574,0.4692054844148454,0.015368433405888005,3.3863329077520996,True
online selector (all 127 groups),DLinear__ETTh1__h336__s2021,DLinear,ETTh1,336,0.5114633971584928,0.509477198953648,-0.0019861982048448024,-0.3883363337199509,False
online selector (all 127 groups),DLinear__ETTh1__h720__s2021,DLinear,ETTh1,720,0.5726253633115294,0.5369571087510945,-0.035668254560434876,-6.228898830845191,False
online selector (all 127 groups),DLinear__ETTh2__h96__s2021,DLinear,ETTh2,96,0.3017432909734566,0.3203598024644298,0.01861651149097321,6.169652167216154,True
online selector (all 127 groups),DLinear__ETTh2__h192__s2021,DLinear,ETTh2,192,0.4021790945991235,0.4353879198079878,0.03320882520886431,8.257223126419731,True
online selector (all 127 groups),DLinear__ETTh2__h336__s2021,DLinear,ETTh2,336,0.4687455826151851,0.4785321164301155,0.009786533814930387,2.0878135555603956,True
online selector (all 127 groups),DLinear__ETTh2__h720__s2021,DLinear,ETTh2,720,0.522277882535949,0.6013489180683345,0.07907103553238548,15.139648485295169,True
online selector (all 127 groups),DLinear__ETTm1__h96__s2021,DLinear,ETTm1,96,0.3414131243949874,0.3447208704767386,0.003307746081751217,0.9688397561203367,True
online selector (all 127 groups),DLinear__ETTm1__h192__s2021,DLinear,ETTm1,192,0.3829268025359945,0.3875117754819412,0.00458497294594673,1.1973497064143872,True
online selector (all 127 groups),DLinear__ETTm1__h336__s2021,DLinear,ETTm1,336,0.4178638970075043,0.4236659729331855,0.0058020759256811605,1.3885085472165026,True
online selector (all 127 groups),DLinear__ETTm1__h720__s2021,DLinear,ETTm1,720,0.4793989812496481,0.491793856395756,0.012394875146107931,2.5855030216789867,True
online selector (all 127 groups),DLinear__ETTm2__h96__s2021,DLinear,ETTm2,96,0.1838207428273471,0.1889063873059369,0.005085644478589807,2.7666325357886725,True
online selector (all 127 groups),DLinear__ETTm2__h192__s2021,DLinear,ETTm2,192,0.2485946270162981,0.2597437638159223,0.011149136799624204,4.484866359920666,True
online selector (all 127 groups),DLinear__ETTm2__h336__s2021,DLinear,ETTm2,336,0.3133723884642382,0.3292492268695783,0.0158768384053401,5.066444584715526,True
online selector (all 127 groups),DLinear__ETTm2__h720__s2021,DLinear,ETTm2,720,0.4331089779405724,0.4744836387065872,0.041374660766014815,9.552944610557553,True
online selector (all 127 groups),DLinear__Electricity__h96__s2021,DLinear,Electricity,96,0.1978501514685085,0.1979745104747261,0.00012435900621760032,0.06285514835069224,True
online selector (all 127 groups),DLinear__Electricity__h192__s2021,DLinear,Electricity,192,0.1983781585335022,0.1984653432492792,8.718471577698339e-05,0.04394874739310557,True
online selector (all 127 groups),DLinear__Electricity__h336__s2021,DLinear,Electricity,336,0.2077432847063275,0.2084058610477668,0.0006625763414392916,0.31893995629073185,True
online selector (all 127 groups),DLinear__Electricity__h720__s2021,DLinear,Electricity,720,0.2462345259378668,0.247985180651633,0.0017506547137662032,0.7109704486396647,True
online selector (all 127 groups),DLinear__Exchange__h96__s2021,DLinear,Exchange,96,0.0843688099480727,0.0891184208375229,0.004749610889450195,5.629581467811961,True
online selector (all 127 groups),DLinear__Exchange__h192__s2021,DLinear,Exchange,192,0.1655218323998192,0.208083006354604,0.04256117395478479,25.71332937637976,True
online selector (all 127 groups),DLinear__Exchange__h336__s2021,DLinear,Exchange,336,0.3375377591355895,0.3888216399836484,0.051283880848058905,15.19352411990686,True
online selector (all 127 groups),DLinear__Exchange__h720__s2021,DLinear,Exchange,720,1.073005827596612,1.0374762348662645,-0.03552959273034739,-3.311220854217435,False
online selector (all 127 groups),DLinear__ILI__h24__s2021,DLinear,ILI,24,4.659533088337885,4.659533088337885,0.0,0.0,False
online selector (all 127 groups),DLinear__ILI__h36__s2021,DLinear,ILI,36,4.584057433683364,4.584057433683364,0.0,0.0,False
online selector (all 127 groups),DLinear__ILI__h48__s2021,DLinear,ILI,48,4.631771879536765,4.631771879536765,0.0,0.0,False
online selector (all 127 groups),DLinear__ILI__h60__s2021,DLinear,ILI,60,5.180872926840911,5.180872926840911,0.0,0.0,False
online selector (all 127 groups),DLinear__Weather__h96__s2021,DLinear,Weather,96,0.1957745452013311,0.1967943998784111,0.0010198546770799899,0.5209332377869601,True
online selector (all 127 groups),DLinear__Weather__h192__s2021,DLinear,Weather,192,0.2365918118754631,0.2405896103336039,0.0039977984581408,1.6897450619487862,True
online selector (all 127 groups),DLinear__Weather__h336__s2021,DLinear,Weather,336,0.2818443190599374,0.2825737573239645,0.0007294382640271047,0.2588089291492802,True
online selector (all 127 groups),DLinear__Weather__h720__s2021,DLinear,Weather,720,0.3511456251897654,0.353374207205661,0.002228582015895597,0.6346603391943817,True
online selector (all 127 groups),PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,0.3893129802317635,0.3997515395045413,0.010438559272777814,2.681276968099957,True
online selector (all 127 groups),PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,0.4390775629482987,0.4512262834899178,0.012148720541619085,2.7668734562621218,True
online selector (all 127 groups),PatchTST__ETTh1__h336__s2021,PatchTST,ETTh1,336,0.494042986790591,0.4948243247054183,0.0007813379148273181,0.1581518077815569,True
online selector (all 127 groups),PatchTST__ETTh1__h720__s2021,PatchTST,ETTh1,720,0.5222119798807532,0.5207811900098485,-0.001430789870904725,-0.27398641280336866,False
online selector (all 127 groups),PatchTST__ETTh2__h96__s2021,PatchTST,ETTh2,96,0.2945726362288042,0.3014498778953788,0.006877241666574607,2.334650548203951,True
online selector (all 127 groups),PatchTST__ETTh2__h192__s2021,PatchTST,ETTh2,192,0.3923403812534316,0.3972474105960495,0.004907029342617886,1.2507071861787784,True
online selector (all 127 groups),PatchTST__ETTh2__h336__s2021,PatchTST,ETTh2,336,0.4669389677613015,0.4661981245277693,-0.0007408432335321846,-0.15865954325553366,False
online selector (all 127 groups),PatchTST__ETTh2__h720__s2021,PatchTST,ETTh2,720,0.5231124813320073,0.5194046522783455,-0.0037078290536617375,-0.7088014883950866,False
online selector (all 127 groups),PatchTST__ETTm1__h96__s2021,PatchTST,ETTm1,96,0.3279506520850138,0.3386023957487822,0.01065174366376842,3.2479714847486254,True
online selector (all 127 groups),PatchTST__ETTm1__h192__s2021,PatchTST,ETTm1,192,0.3708116270005007,0.375062390860537,0.004250763860036311,1.1463405002752438,True
online selector (all 127 groups),PatchTST__ETTm1__h336__s2021,PatchTST,ETTm1,336,0.4050482395816282,0.4149463690349677,0.009898129453339455,2.443691512784544,True
online selector (all 127 groups),PatchTST__ETTm1__h720__s2021,PatchTST,ETTm1,720,0.4696751251445735,0.4828879609327091,0.01321283578813559,2.813186196324208,True
online selector (all 127 groups),PatchTST__ETTm2__h96__s2021,PatchTST,ETTm2,96,0.1773566281379731,0.1795788891389058,0.0022222610009327015,1.252990104888503,True
online selector (all 127 groups),PatchTST__ETTm2__h192__s2021,PatchTST,ETTm2,192,0.2448772783573896,0.2457500288527717,0.0008727504953821019,0.35640321602576536,True
online selector (all 127 groups),PatchTST__ETTm2__h336__s2021,PatchTST,ETTm2,336,0.3100780744065402,0.3143292460169964,0.004251171610456184,1.3710003903347632,True
online selector (all 127 groups),PatchTST__ETTm2__h720__s2021,PatchTST,ETTm2,720,0.4222567841889555,0.4299157321280891,0.007658947939133576,1.8138128801990487,True
online selector (all 127 groups),PatchTST__Electricity__h96__s2021,PatchTST,Electricity,96,0.1928020625083633,0.1928020625083633,0.0,0.0,False
online selector (all 127 groups),PatchTST__Electricity__h192__s2021,PatchTST,Electricity,192,0.1983613488015176,0.1983613488015176,0.0,0.0,False
online selector (all 127 groups),PatchTST__Electricity__h336__s2021,PatchTST,Electricity,336,0.2089986473071884,0.2089986473071884,0.0,0.0,False
online selector (all 127 groups),PatchTST__Electricity__h720__s2021,PatchTST,Electricity,720,0.2530589701266102,0.2530589701266102,0.0,0.0,False
online selector (all 127 groups),PatchTST__Exchange__h96__s2021,PatchTST,Exchange,96,0.0855352474400439,0.0840982989545737,-0.0014369484854701992,-1.679948943244048,False
online selector (all 127 groups),PatchTST__Exchange__h192__s2021,PatchTST,Exchange,192,0.1696074854671245,0.1715242115885834,0.0019167261214588782,1.1300952408910057,True
online selector (all 127 groups),PatchTST__Exchange__h336__s2021,PatchTST,Exchange,336,0.3610316525360935,0.345328025775246,-0.015703626760847467,-4.349653735492769,False
online selector (all 127 groups),PatchTST__Exchange__h720__s2021,PatchTST,Exchange,720,1.0784906318462582,1.075993127243262,-0.0024975046029962478,-0.23157406557355004,False
online selector (all 127 groups),PatchTST__ILI__h24__s2021,PatchTST,ILI,24,2.685893581950501,2.686581356374368,0.0006877744238669159,0.02560691266730876,True
online selector (all 127 groups),PatchTST__ILI__h36__s2021,PatchTST,ILI,36,2.898173527395139,2.898173527395139,0.0,0.0,False
online selector (all 127 groups),PatchTST__ILI__h48__s2021,PatchTST,ILI,48,3.239153698390844,3.239153698390844,0.0,0.0,False
online selector (all 127 groups),PatchTST__ILI__h60__s2021,PatchTST,ILI,60,3.7281732414219833,3.7281732414219833,0.0,0.0,False
online selector (all 127 groups),PatchTST__Weather__h96__s2021,PatchTST,Weather,96,0.1841661097976128,0.1836073276151949,-0.000558782182417894,-0.30341205720855,False
online selector (all 127 groups),PatchTST__Weather__h192__s2021,PatchTST,Weather,192,0.2285217334846105,0.2307719125681274,0.0022501790835169067,0.9846674314976883,True
online selector (all 127 groups),PatchTST__Weather__h336__s2021,PatchTST,Weather,336,0.283273423132481,0.2838905350862725,0.0006171119537914938,0.2178502829412569,True
online selector (all 127 groups),PatchTST__Weather__h720__s2021,PatchTST,Weather,720,0.3620340862002346,0.365184570475594,0.003150484275359411,0.8702175832186515,True
online selector (all 127 groups),TimesNet__ETTh1__h96__s2021,TimesNet,ETTh1,96,0.4248348514900282,0.4105968223091571,-0.014238029180871081,-3.351426826432407,False
online selector (all 127 groups),TimesNet__ETTh1__h192__s2021,TimesNet,ETTh1,192,0.5297284952559183,0.4859732933995911,-0.04375520185632714,-8.25992980332094,False
online selector (all 127 groups),TimesNet__ETTh1__h336__s2021,TimesNet,ETTh1,336,0.5544676777732593,0.5270285951762029,-0.027439082597056408,-4.948725362540823,False
online selector (all 127 groups),TimesNet__ETTh1__h720__s2021,TimesNet,ETTh1,720,0.7076273425886153,0.611800758231439,-0.09582658435717628,-13.541956138470729,False
online selector (all 127 groups),TimesNet__ETTh2__h96__s2021,TimesNet,ETTh2,96,0.331527772830926,0.323296667530706,-0.008231105300219976,-2.4827800186796756,False
online selector (all 127 groups),TimesNet__ETTh2__h192__s2021,TimesNet,ETTh2,192,0.4098987412580405,0.4320003313747558,0.02210159011671531,5.391963402688728,True
online selector (all 127 groups),TimesNet__ETTh2__h336__s2021,TimesNet,ETTh2,336,0.5324637145950762,0.539788339825009,0.007324625229932713,1.3756102113930686,True
online selector (all 127 groups),TimesNet__ETTh2__h720__s2021,TimesNet,ETTh2,720,0.6176990944424244,0.6290448020308651,0.011345707588440668,1.8367693413379609,True
online selector (all 127 groups),TimesNet__ETTm1__h96__s2021,TimesNet,ETTm1,96,0.3361525413006352,0.3403977390751275,0.004245197774492282,1.2628783819592264,True
online selector (all 127 groups),TimesNet__ETTm1__h192__s2021,TimesNet,ETTm1,192,0.387752390468721,0.3874963220863493,-0.00025606838237168805,-0.06603914989721886,False
online selector (all 127 groups),TimesNet__ETTm1__h336__s2021,TimesNet,ETTm1,336,0.4280587366787022,0.410773565464085,-0.0172851712146172,-4.038037244311947,False
online selector (all 127 groups),TimesNet__ETTm1__h720__s2021,TimesNet,ETTm1,720,0.5150795393390512,0.5206295211005219,0.0055499817614707014,1.0774999466281314,True
online selector (all 127 groups),TimesNet__ETTm2__h96__s2021,TimesNet,ETTm2,96,0.1792415863415805,0.1812152447582924,0.0019736584167119042,1.1011163519556815,True
online selector (all 127 groups),TimesNet__ETTm2__h192__s2021,TimesNet,ETTm2,192,0.2544920977796763,0.2632415118397535,0.008749414060077176,3.4379904666634813,True
online selector (all 127 groups),TimesNet__ETTm2__h336__s2021,TimesNet,ETTm2,336,0.316157193680531,0.3236439291129234,0.007486735432392366,2.3680420948945815,True
online selector (all 127 groups),TimesNet__ETTm2__h720__s2021,TimesNet,ETTm2,720,0.5111453521949806,0.4540709290243652,-0.057074423170615396,-11.165986920457,False
online selector (all 127 groups),TimesNet__Electricity__h96__s2021,TimesNet,Electricity,96,0.1792551298352194,0.1807144009198609,0.0014592710846415002,0.8140749366464087,True
online selector (all 127 groups),TimesNet__Electricity__h192__s2021,TimesNet,Electricity,192,0.1956406971220112,0.1956795951871322,3.889806512100136e-05,0.019882399568808835,True
online selector (all 127 groups),TimesNet__Electricity__h336__s2021,TimesNet,Electricity,336,0.208501096913097,0.208501096913097,0.0,0.0,False
online selector (all 127 groups),TimesNet__Electricity__h720__s2021,TimesNet,Electricity,720,0.2969017898504474,0.29698681949524,8.502964479256692e-05,0.028638980194561056,True
online selector (all 127 groups),TimesNet__Exchange__h96__s2021,TimesNet,Exchange,96,0.10332807895712,0.0967112445422809,-0.006616834414839096,-6.4037137645663655,False
online selector (all 127 groups),TimesNet__Exchange__h192__s2021,TimesNet,Exchange,192,0.180834528272298,0.1806935168083303,-0.0001410114639677218,-0.07797817447527984,False
online selector (all 127 groups),TimesNet__Exchange__h336__s2021,TimesNet,Exchange,336,0.3745758064425865,0.4282372126060738,0.0536614061634873,14.32591353753444,True
online selector (all 127 groups),TimesNet__Exchange__h720__s2021,TimesNet,Exchange,720,1.2487127991547262,1.1967331596783228,-0.05197963947640338,-4.162657699319591,False
online selector (all 127 groups),TimesNet__ILI__h24__s2021,TimesNet,ILI,24,2.56562716248509,2.56562716248509,0.0,0.0,False
