protocol,key,backbone,dataset,pred_len,mse_best_fixed_val,mse_selector,abs_mse_delta_vs_bf,rel_pct_delta_vs_bf,worse_than_bf
"static gate (in-pool clf, 96 groups)",PatchTST__Exchange__h96__s2021,PatchTST,Exchange,96,0.0885874627075523,0.0895079035690491,0.000920440861496799,1.0390193300099215,True
"static gate (in-pool clf, 96 groups)",PatchTST__Exchange__h192__s2021,PatchTST,Exchange,192,0.1823752008920723,0.1907210296222189,0.00834582873014661,4.576186175161821,True
"static gate (in-pool clf, 96 groups)",PatchTST__Exchange__h336__s2021,PatchTST,Exchange,336,0.3433840447333964,0.3465570695635228,0.003173024830126381,0.9240455049651243,True
"static gate (in-pool clf, 96 groups)",PatchTST__Exchange__h720__s2021,PatchTST,Exchange,720,0.8787826002764523,0.8782113701627966,-0.0005712301136556741,-0.06500243785846163,False
"static gate (in-pool clf, 96 groups)",PatchTST__ILI__h24__s2021,PatchTST,ILI,24,2.8632270951481424,2.8767066063249813,0.013479511176838876,0.4707803722478203,True
"static gate (in-pool clf, 96 groups)",PatchTST__ILI__h36__s2021,PatchTST,ILI,36,2.7963005932448786,2.7816200365748585,-0.014680556670020106,-0.52499923311122,False
"static gate (in-pool clf, 96 groups)",PatchTST__ILI__h48__s2021,PatchTST,ILI,48,2.736687513655179,2.736687513655179,0.0,0.0,False
"static gate (in-pool clf, 96 groups)",PatchTST__ILI__h60__s2021,PatchTST,ILI,60,2.748105302230636,2.748105302230636,0.0,0.0,False
"static gate (in-pool clf, 96 groups)",PatchTST__Weather__h96__s2021,PatchTST,Weather,96,0.1846863709535337,0.18499969307737,0.00031332212383627933,0.1696509180502062,True
"static gate (in-pool clf, 96 groups)",PatchTST__Weather__h192__s2021,PatchTST,Weather,192,0.2297172004624821,0.2308965375240867,0.0011793370616046128,0.5133864853090201,True
"static gate (in-pool clf, 96 groups)",PatchTST__Weather__h336__s2021,PatchTST,Weather,336,0.2853135551628629,0.2859892614327461,0.000675706269883225,0.23682936112079142,True
"static gate (in-pool clf, 96 groups)",PatchTST__Weather__h720__s2021,PatchTST,Weather,720,0.3609795912341527,0.3608538869669748,-0.00012570426717789518,-0.03482309533016119,False
"static gate (in-pool clf, 96 groups)",iTransformer__ETTh1__h96__s2021,iTransformer,ETTh1,96,0.3792224222978099,0.3947326750740328,0.015510252776222921,4.090014689068795,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTh1__h192__s2021,iTransformer,ETTh1,192,0.4413686522645283,0.4517280506617786,0.010359398397250308,2.3471078754912442,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTh1__h336__s2021,iTransformer,ETTh1,336,0.468905391996408,0.4921304085458425,0.023225016549434485,4.953028253855608,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTh1__h720__s2021,iTransformer,ETTh1,720,0.4745983337429263,0.4885006160550733,0.013902282312146963,2.9292733083376885,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTh2__h96__s2021,iTransformer,ETTh2,96,0.291221649239853,0.2945488666530357,0.0033272174131827037,1.1425034580593199,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTh2__h192__s2021,iTransformer,ETTh2,192,0.3758533061584184,0.3821946142671519,0.006341308108733512,1.6871763543994782,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTh2__h336__s2021,iTransformer,ETTh2,336,0.4109939327525718,0.4248647327639148,0.013870800011342999,3.3749403351152516,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTh2__h720__s2021,iTransformer,ETTh2,720,0.4894993698456286,0.4517789278308697,-0.03772044201475888,-7.705922487020693,False
"static gate (in-pool clf, 96 groups)",iTransformer__ETTm1__h96__s2021,iTransformer,ETTm1,96,0.3326275164263906,0.3435005090147648,0.010872992588374208,3.268819340380809,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTm1__h192__s2021,iTransformer,ETTm1,192,0.3781058281414774,0.3891832045260453,0.011077376384567905,2.9297026282342937,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTm1__h336__s2021,iTransformer,ETTm1,336,0.4116535162027787,0.425375610214954,0.013722094012175334,3.3334086730880474,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTm1__h720__s2021,iTransformer,ETTm1,720,0.5141235931834494,0.4940030724348244,-0.02012052074862497,-3.913557170959391,False
"static gate (in-pool clf, 96 groups)",iTransformer__ETTm2__h96__s2021,iTransformer,ETTm2,96,0.1807935862916499,0.1859823537079915,0.005188767416341583,2.86999529284808,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTm2__h192__s2021,iTransformer,ETTm2,192,0.2447648505203545,0.2538744816429152,0.009109631122560718,3.721788934642463,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTm2__h336__s2021,iTransformer,ETTm2,336,0.3028991960282164,0.3149283291281575,0.01202913309994108,3.971332132166014,True
"static gate (in-pool clf, 96 groups)",iTransformer__ETTm2__h720__s2021,iTransformer,ETTm2,720,0.408847280571653,0.4106382349596212,0.0017909543879682244,0.4380497249398602,True
"static gate (in-pool clf, 96 groups)",iTransformer__Electricity__h96__s2021,iTransformer,Electricity,96,0.1579502173756237,0.161225870137697,0.003275652762073311,2.073851379566914,True
"static gate (in-pool clf, 96 groups)",iTransformer__Electricity__h192__s2021,iTransformer,Electricity,192,0.1708719270481327,0.171934112011328,0.001062184963195295,0.6216263733574501,True
"static gate (in-pool clf, 96 groups)",iTransformer__Electricity__h336__s2021,iTransformer,Electricity,336,0.1873632636999115,0.1885793201950601,0.0012160564951486097,0.6490367808154188,True
"static gate (in-pool clf, 96 groups)",iTransformer__Electricity__h720__s2021,iTransformer,Electricity,720,0.224536934420811,0.2268861686145122,0.0023492341937011996,1.0462573561721624,True
"static gate (in-pool clf, 96 groups)",iTransformer__Exchange__h96__s2021,iTransformer,Exchange,96,0.1127056584715759,0.100761930570897,-0.011943727900678908,-10.597274407203864,False
"static gate (in-pool clf, 96 groups)",iTransformer__Exchange__h192__s2021,iTransformer,Exchange,192,0.1885852384300927,0.1895508552124642,0.0009656167823715034,0.5120320076003463,True
"static gate (in-pool clf, 96 groups)",iTransformer__Exchange__h336__s2021,iTransformer,Exchange,336,0.3422649927790294,0.3467763972085744,0.004511404429545007,1.31810279307695,True
"static gate (in-pool clf, 96 groups)",iTransformer__Exchange__h720__s2021,iTransformer,Exchange,720,0.8616552551960885,0.8548341513352287,-0.006821103860859878,-0.7916279532592866,False
"static gate (in-pool clf, 96 groups)",iTransformer__ILI__h24__s2021,iTransformer,ILI,24,2.2942722540129634,2.334124378640862,0.039852124627898444,1.7370268309784158,True
"static gate (in-pool clf, 96 groups)",iTransformer__ILI__h36__s2021,iTransformer,ILI,36,2.191627541580532,2.2462811372891256,0.05465359570859363,2.4937447021303263,True
"static gate (in-pool clf, 96 groups)",iTransformer__ILI__h48__s2021,iTransformer,ILI,48,2.2831738360532343,2.289681928819173,0.006508092765938667,0.2850458718110032,True
"static gate (in-pool clf, 96 groups)",iTransformer__ILI__h60__s2021,iTransformer,ILI,60,2.3185477496972724,2.3185477496972724,0.0,0.0,False
"static gate (in-pool clf, 96 groups)",iTransformer__Weather__h96__s2021,iTransformer,Weather,96,0.1734789650095751,0.1738580811340026,0.00037911612442750875,0.2185372298056906,True
"static gate (in-pool clf, 96 groups)",iTransformer__Weather__h192__s2021,iTransformer,Weather,192,0.2251538383321938,0.2232690432085898,-0.0018847951236039828,-0.837114364811823,False
"static gate (in-pool clf, 96 groups)",iTransformer__Weather__h336__s2021,iTransformer,Weather,336,0.2816475685379204,0.2811932508088575,-0.000454317729062903,-0.1613071724429727,False
"static gate (in-pool clf, 96 groups)",iTransformer__Weather__h720__s2021,iTransformer,Weather,720,0.359436254928651,0.360418018007503,0.0009817630788520049,0.2731396917784176,True
"static gate (LODO, 76 groups)",DLinear__ETTh1__h192__s2021,DLinear,ETTh1,192,0.4460673914794897,0.4446113736113459,-0.0014560178681438107,-0.3264120839038643,False
"static gate (LODO, 76 groups)",DLinear__ETTh2__h192__s2021,DLinear,ETTh2,192,0.3793986027498545,0.4186440721492246,0.039245469399370125,10.344125970660333,True
"static gate (LODO, 76 groups)",DLinear__ETTm1__h192__s2021,DLinear,ETTm1,192,0.3815985321426435,0.3842311970559425,0.0026326649132989988,0.6899043606160663,True
"static gate (LODO, 76 groups)",DLinear__ETTm2__h192__s2021,DLinear,ETTm2,192,0.2458672986831721,0.2571693860852323,0.011302087402060235,4.596824165959646,True
"static gate (LODO, 76 groups)",DLinear__Electricity__h192__s2021,DLinear,Electricity,192,0.1961283894536128,0.1998981059694059,0.003769716515793109,1.9220657072109908,True
"static gate (LODO, 76 groups)",DLinear__Exchange__h192__s2021,DLinear,Exchange,192,0.179537176594228,0.1816011394344573,0.0020639628402293053,1.149601926120331,True
"static gate (LODO, 76 groups)",DLinear__Weather__h192__s2021,DLinear,Weather,192,0.2366138971653692,0.2363121432212988,-0.0003017539440704209,-0.1275301018602155,False
"static gate (LODO, 76 groups)",DLinear__ETTh1__h336__s2021,DLinear,ETTh1,336,0.4867135716327749,0.4808195352554321,-0.005894036377342815,-1.2109866502325235,False
"static gate (LODO, 76 groups)",DLinear__ETTh2__h336__s2021,DLinear,ETTh2,336,0.417351451505905,0.4735171585426115,0.05616570703670648,13.457652257838573,True
"static gate (LODO, 76 groups)",DLinear__ETTm1__h336__s2021,DLinear,ETTm1,336,0.4132301282818743,0.4148730921649378,0.0016429638830635085,0.3975905362696117,True
"static gate (LODO, 76 groups)",DLinear__ETTm2__h336__s2021,DLinear,ETTm2,336,0.3064732617907189,0.3164864937069163,0.010013231916197407,3.2672448675262036,True
"static gate (LODO, 76 groups)",DLinear__Electricity__h336__s2021,DLinear,Electricity,336,0.2098145837106075,0.2157845863351967,0.005970002624589216,2.8453706691921403,True
"static gate (LODO, 76 groups)",DLinear__Exchange__h336__s2021,DLinear,Exchange,336,0.3238748066606356,0.3268448467005529,0.002970040039917299,0.9170333656206188,True
"static gate (LODO, 76 groups)",DLinear__Weather__h336__s2021,DLinear,Weather,336,0.2818512427114952,0.2854680061922272,0.003616763480731977,1.283217148853986,True
"static gate (LODO, 76 groups)",DLinear__ETTh1__h720__s2021,DLinear,ETTh1,720,0.5200704373126226,0.5026889421331943,-0.01738149517942833,-3.3421425123189685,False
"static gate (LODO, 76 groups)",DLinear__ETTh2__h720__s2021,DLinear,ETTh2,720,0.4198238453045591,0.5422291399041352,0.12240529459957616,29.156346398279943,True
"static gate (LODO, 76 groups)",DLinear__ETTm1__h720__s2021,DLinear,ETTm1,720,0.4737760421385666,0.4751581685439424,0.001382126405375772,0.29172568522819853,True
"static gate (LODO, 76 groups)",DLinear__ETTm2__h720__s2021,DLinear,ETTm2,720,0.4102858028789961,0.4505952946398862,0.040309491760890104,9.824734728337265,True
"static gate (LODO, 76 groups)",DLinear__Electricity__h720__s2021,DLinear,Electricity,720,0.246230234418034,0.2481584253584963,0.0019281909404623154,0.7830845570283443,True
"static gate (LODO, 76 groups)",DLinear__Exchange__h720__s2021,DLinear,Exchange,720,0.8817172627475925,0.749057583828319,-0.13265967891927355,-15.045602998163115,False
"static gate (LODO, 76 groups)",DLinear__Weather__h720__s2021,DLinear,Weather,720,0.3461667132702354,0.346181455498861,1.4742228625574949e-05,0.0042587077441112635,True
"static gate (LODO, 76 groups)",DLinear__ETTh1__h96__s2021,DLinear,ETTh1,96,0.3958420334373813,0.3910222659365707,-0.00481976750081059,-1.2175987120309282,False
"static gate (LODO, 76 groups)",DLinear__ETTh2__h96__s2021,DLinear,ETTh2,96,0.2940500818219711,0.3104896813189641,0.016439599496992974,5.590748145734617,True
"static gate (LODO, 76 groups)",DLinear__ETTm1__h96__s2021,DLinear,ETTm1,96,0.3422499922304302,0.3469614623909249,0.004711470160494724,1.3766165865454816,True
"static gate (LODO, 76 groups)",DLinear__ETTm2__h96__s2021,DLinear,ETTm2,96,0.182897411131624,0.1871520171753035,0.004254606043679499,2.3262254054638465,True
"static gate (LODO, 76 groups)",DLinear__Electricity__h96__s2021,DLinear,Electricity,96,0.1970328139298075,0.203219133813118,0.006186319883310504,3.1397409192533616,True
"static gate (LODO, 76 groups)",DLinear__Exchange__h96__s2021,DLinear,Exchange,96,0.088676609442099,0.0939592976966655,0.0052826882545665005,5.957251058426865,True
"static gate (LODO, 76 groups)",DLinear__Weather__h96__s2021,DLinear,Weather,96,0.1960141180332483,0.1965865522137247,0.0005724341804763944,0.29203721967582813,True
"static gate (LODO, 76 groups)",PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,0.4312298646333183,0.4311579397040346,-7.192492928370653e-05,-0.016679023226943118,False
"static gate (LODO, 76 groups)",PatchTST__ETTh2__h192__s2021,PatchTST,ETTh2,192,0.3701321660610613,0.3721281231466546,0.001995957085593303,0.5392552359969781,True
"static gate (LODO, 76 groups)",PatchTST__ETTm1__h192__s2021,PatchTST,ETTm1,192,0.3695341113421095,0.3876117444069827,0.0180776330648732,4.892006586135476,True
"static gate (LODO, 76 groups)",PatchTST__ETTm2__h192__s2021,PatchTST,ETTm2,192,0.2421220923987764,0.244309658133186,0.002187565734409591,0.9034969559104331,True
"static gate (LODO, 76 groups)",PatchTST__Electricity__h192__s2021,PatchTST,Electricity,192,0.1961862632442941,0.2004308907322851,0.004244627487990982,2.163570179582608,True
"static gate (LODO, 76 groups)",PatchTST__Exchange__h192__s2021,PatchTST,Exchange,192,0.1823752008920723,0.185176885414301,0.0028016845222287035,1.5362201157418933,True
"static gate (LODO, 76 groups)",PatchTST__Weather__h192__s2021,PatchTST,Weather,192,0.2297172004624821,0.23208026551423,0.002363065051747909,1.0286844202308,True
"static gate (LODO, 76 groups)",PatchTST__ETTh1__h336__s2021,PatchTST,ETTh1,336,0.4701711084847366,0.471002816697235,0.0008317082124983943,0.17689479372282496,True
"static gate (LODO, 76 groups)",PatchTST__ETTh2__h336__s2021,PatchTST,ETTh2,336,0.4164699554428722,0.4152041372343575,-0.0012658182085146796,-0.3039398621609125,False
"static gate (LODO, 76 groups)",PatchTST__ETTm1__h336__s2021,PatchTST,ETTm1,336,0.4003663015528134,0.4191701153665448,0.018803813813731418,4.696652475695674,True
"static gate (LODO, 76 groups)",PatchTST__ETTm2__h336__s2021,PatchTST,ETTm2,336,0.3031867550615226,0.3048057706839254,0.0016190156224027974,0.5339994559044201,True
"static gate (LODO, 76 groups)",PatchTST__Electricity__h336__s2021,PatchTST,Electricity,336,0.2118824693076501,0.2176198604566796,0.005737391149029519,2.7078177669804835,True
"static gate (LODO, 76 groups)",PatchTST__Exchange__h336__s2021,PatchTST,Exchange,336,0.3433840447333964,0.3288476747758497,-0.014536369957546702,-4.233268895423708,False
"static gate (LODO, 76 groups)",PatchTST__Weather__h336__s2021,PatchTST,Weather,336,0.2853135551628629,0.2891155604940449,0.0038020053311820234,1.332570872425518,True
"static gate (LODO, 76 groups)",PatchTST__ETTh2__h720__s2021,PatchTST,ETTh2,720,0.4232737978007549,0.422776346316855,-0.0004974514838999022,-0.11752475265054431,False
"static gate (LODO, 76 groups)",PatchTST__ETTm1__h720__s2021,PatchTST,ETTm1,720,0.4627600083010868,0.4671210934015768,0.004361085100489992,0.9424075162632738,True
"static gate (LODO, 76 groups)",PatchTST__ETTm2__h720__s2021,PatchTST,ETTm2,720,0.4003962972526909,0.4109492889368256,0.010552991684134705,2.635636682093164,True
"static gate (LODO, 76 groups)",PatchTST__Electricity__h720__s2021,PatchTST,Electricity,720,0.2535597536498769,0.2563526422815737,0.0027928886316967994,1.1014715827312667,True
"static gate (LODO, 76 groups)",PatchTST__Exchange__h720__s2021,PatchTST,Exchange,720,0.8787826002764523,0.8577148767939785,-0.021067723482473766,-2.3973760376964868,False
"static gate (LODO, 76 groups)",PatchTST__ETTh2__h96__s2021,PatchTST,ETTh2,96,0.2869951405032426,0.2878098123524625,0.0008146718492199057,0.2838625935586882,True
"static gate (LODO, 76 groups)",PatchTST__ETTm1__h96__s2021,PatchTST,ETTm1,96,0.3284638750771594,0.3303889332251945,0.0019250581480351192,0.5860791076592226,True
"static gate (LODO, 76 groups)",PatchTST__ETTm2__h96__s2021,PatchTST,ETTm2,96,0.1765072794330328,0.1785680416335618,0.002060762200529004,1.167522499439385,True
"static gate (LODO, 76 groups)",PatchTST__Electricity__h96__s2021,PatchTST,Electricity,96,0.1921811645974956,0.1921821423531271,9.777556315149205e-07,0.0005087676690703445,True
"static gate (LODO, 76 groups)",PatchTST__Exchange__h96__s2021,PatchTST,Exchange,96,0.0885874627075523,0.0883760775711895,-0.00021138513636280443,-0.23861744077786226,False
"static gate (LODO, 76 groups)",iTransformer__ETTh1__h192__s2021,iTransformer,ETTh1,192,0.4413686522645283,0.4409414631431986,-0.00042718912132971854,-0.09678737244657977,False
"static gate (LODO, 76 groups)",iTransformer__ETTh2__h192__s2021,iTransformer,ETTh2,192,0.3758533061584184,0.3840711796680495,0.008217873509631102,2.186457688406591,True
"static gate (LODO, 76 groups)",iTransformer__ETTm1__h192__s2021,iTransformer,ETTm1,192,0.3781058281414774,0.3860623760844189,0.007956547942941483,2.104317720266493,True
"static gate (LODO, 76 groups)",iTransformer__ETTm2__h192__s2021,iTransformer,ETTm2,192,0.2447648505203545,0.248146099514647,0.003381248994292513,1.3814275158807292,True
"static gate (LODO, 76 groups)",iTransformer__Electricity__h192__s2021,iTransformer,Electricity,192,0.1708719270481327,0.1733788720209538,0.0025069449728211124,1.4671485340684045,True
"static gate (LODO, 76 groups)",iTransformer__Exchange__h192__s2021,iTransformer,Exchange,192,0.1885852384300927,0.1900801615449593,0.0014949231148665976,0.7927042049056007,True
"static gate (LODO, 76 groups)",iTransformer__Weather__h192__s2021,iTransformer,Weather,192,0.2251538383321938,0.2233797502385363,-0.0017740880936575054,-0.7879448588569036,False
"static gate (LODO, 76 groups)",iTransformer__ETTh1__h336__s2021,iTransformer,ETTh1,336,0.468905391996408,0.4975103371094158,0.028604945113007763,6.100366001597799,True
"static gate (LODO, 76 groups)",iTransformer__ETTh2__h336__s2021,iTransformer,ETTh2,336,0.4109939327525718,0.4181933240712508,0.007199391318679027,1.751702578785569,True
"static gate (LODO, 76 groups)",iTransformer__ETTm1__h336__s2021,iTransformer,ETTm1,336,0.4116535162027787,0.4154285279778321,0.003775011775053405,0.9170362031339606,True
"static gate (LODO, 76 groups)",iTransformer__ETTm2__h336__s2021,iTransformer,ETTm2,336,0.3028991960282164,0.3196165045870698,0.016717308558853394,5.519099680045405,True
"static gate (LODO, 76 groups)",iTransformer__Electricity__h336__s2021,iTransformer,Electricity,336,0.1873632636999115,0.1929073859758788,0.005544122275967317,2.9590231118342416,True
"static gate (LODO, 76 groups)",iTransformer__Exchange__h336__s2021,iTransformer,Exchange,336,0.3422649927790294,0.3493043993695839,0.00703940659055452,2.056712412624463,True
"static gate (LODO, 76 groups)",iTransformer__Weather__h336__s2021,iTransformer,Weather,336,0.2816475685379204,0.284045300111306,0.002397731573385631,0.8513233704919435,True
"static gate (LODO, 76 groups)",iTransformer__ETTh2__h720__s2021,iTransformer,ETTh2,720,0.4894993698456286,0.4357738206055306,-0.05372554924009798,-10.9756115226545,False
"static gate (LODO, 76 groups)",iTransformer__ETTm1__h720__s2021,iTransformer,ETTm1,720,0.5141235931834494,0.5069035416609181,-0.007220051522531246,-1.4043416054541946,False
"static gate (LODO, 76 groups)",iTransformer__ETTm2__h720__s2021,iTransformer,ETTm2,720,0.408847280571653,0.4131300525977599,0.00428277202610694,1.0475236670569852,True
"static gate (LODO, 76 groups)",iTransformer__Electricity__h720__s2021,iTransformer,Electricity,720,0.224536934420811,0.2250663632142651,0.0005294287934541064,0.23578695185260215,True
"static gate (LODO, 76 groups)",iTransformer__Exchange__h720__s2021,iTransformer,Exchange,720,0.8616552551960885,0.877585341794449,0.015930086598360482,1.8487772809712908,True
"static gate (LODO, 76 groups)",iTransformer__ETTh2__h96__s2021,iTransformer,ETTh2,96,0.291221649239853,0.2921692996762385,0.0009476504363855054,0.32540521587562715,True
"static gate (LODO, 76 groups)",iTransformer__ETTm1__h96__s2021,iTransformer,ETTm1,96,0.3326275164263906,0.3378171474537129,0.005189631027322283,1.5601929398618266,True
"static gate (LODO, 76 groups)",iTransformer__ETTm2__h96__s2021,iTransformer,ETTm2,96,0.1807935862916499,0.1821742831617267,0.001380696870076803,0.7636868643390429,True
"static gate (LODO, 76 groups)",iTransformer__Electricity__h96__s2021,iTransformer,Electricity,96,0.1579502173756237,0.1594084945964444,0.0014582772208207029,0.923251164227747,True
"static gate (LODO, 76 groups)",iTransformer__Exchange__h96__s2021,iTransformer,Exchange,96,0.1127056584715759,0.1112348905197343,-0.0014707679518416034,-1.3049637185807557,False
"online selector (legal H delay, 123 groups)",DLinear__ETTh1__h96__s2021,DLinear,ETTh1,96,0.4013152624559739,0.4069769975863322,0.005661735130358336,1.410794868779618,True
"online selector (legal H delay, 123 groups)",DLinear__ETTh1__h192__s2021,DLinear,ETTh1,192,0.4538370510089574,0.4692054844148454,0.015368433405888005,3.3863329077520996,True
"online selector (legal H delay, 123 groups)",DLinear__ETTh1__h336__s2021,DLinear,ETTh1,336,0.5114633971584928,0.509477198953648,-0.0019861982048448024,-0.3883363337199509,False
"online selector (legal H delay, 123 groups)",DLinear__ETTh1__h720__s2021,DLinear,ETTh1,720,0.5726253633115294,0.5369571087510945,-0.035668254560434876,-6.228898830845191,False
"online selector (legal H delay, 123 groups)",DLinear__ETTh2__h96__s2021,DLinear,ETTh2,96,0.3017432909734566,0.3203598024644298,0.01861651149097321,6.169652167216154,True
"online selector (legal H delay, 123 groups)",DLinear__ETTh2__h192__s2021,DLinear,ETTh2,192,0.4021790945991235,0.4353879198079878,0.03320882520886431,8.257223126419731,True
"online selector (legal H delay, 123 groups)",DLinear__ETTh2__h336__s2021,DLinear,ETTh2,336,0.4687455826151851,0.4785321164301155,0.009786533814930387,2.0878135555603956,True
"online selector (legal H delay, 123 groups)",DLinear__ETTh2__h720__s2021,DLinear,ETTh2,720,0.522277882535949,0.6013489180683345,0.07907103553238548,15.139648485295169,True
"online selector (legal H delay, 123 groups)",DLinear__ETTm1__h96__s2021,DLinear,ETTm1,96,0.3414131243949874,0.3447208704767386,0.003307746081751217,0.9688397561203367,True
"online selector (legal H delay, 123 groups)",DLinear__ETTm1__h192__s2021,DLinear,ETTm1,192,0.3829268025359945,0.3875117754819412,0.00458497294594673,1.1973497064143872,True
"online selector (legal H delay, 123 groups)",DLinear__ETTm1__h336__s2021,DLinear,ETTm1,336,0.4178638970075043,0.4236659729331855,0.0058020759256811605,1.3885085472165026,True
"online selector (legal H delay, 123 groups)",DLinear__ETTm1__h720__s2021,DLinear,ETTm1,720,0.4793989812496481,0.491793856395756,0.012394875146107931,2.5855030216789867,True
"online selector (legal H delay, 123 groups)",DLinear__ETTm2__h96__s2021,DLinear,ETTm2,96,0.1838207428273471,0.1889063873059369,0.005085644478589807,2.7666325357886725,True
"online selector (legal H delay, 123 groups)",DLinear__ETTm2__h192__s2021,DLinear,ETTm2,192,0.2485946270162981,0.2597437638159223,0.011149136799624204,4.484866359920666,True
"online selector (legal H delay, 123 groups)",DLinear__ETTm2__h336__s2021,DLinear,ETTm2,336,0.3133723884642382,0.3292492268695783,0.0158768384053401,5.066444584715526,True
"online selector (legal H delay, 123 groups)",DLinear__ETTm2__h720__s2021,DLinear,ETTm2,720,0.4331089779405724,0.4744836387065872,0.041374660766014815,9.552944610557553,True
"online selector (legal H delay, 123 groups)",DLinear__Electricity__h96__s2021,DLinear,Electricity,96,0.1978501514685085,0.1979745104747261,0.00012435900621760032,0.06285514835069224,True
"online selector (legal H delay, 123 groups)",DLinear__Electricity__h192__s2021,DLinear,Electricity,192,0.1983781585335022,0.1984653432492792,8.718471577698339e-05,0.04394874739310557,True
"online selector (legal H delay, 123 groups)",DLinear__Electricity__h336__s2021,DLinear,Electricity,336,0.2077432847063275,0.2084058610477668,0.0006625763414392916,0.31893995629073185,True
"online selector (legal H delay, 123 groups)",DLinear__Electricity__h720__s2021,DLinear,Electricity,720,0.2462345259378668,0.247985180651633,0.0017506547137662032,0.7109704486396647,True
"online selector (legal H delay, 123 groups)",DLinear__Exchange__h96__s2021,DLinear,Exchange,96,0.0843688099480727,0.0891184208375229,0.004749610889450195,5.629581467811961,True
"online selector (legal H delay, 123 groups)",DLinear__Exchange__h192__s2021,DLinear,Exchange,192,0.1655218323998192,0.208083006354604,0.04256117395478479,25.71332937637976,True
"online selector (legal H delay, 123 groups)",DLinear__Exchange__h336__s2021,DLinear,Exchange,336,0.3375377591355895,0.3888216399836484,0.051283880848058905,15.19352411990686,True
"online selector (legal H delay, 123 groups)",DLinear__ILI__h24__s2021,DLinear,ILI,24,4.659533088337885,4.659533088337885,0.0,0.0,False
"online selector (legal H delay, 123 groups)",DLinear__ILI__h36__s2021,DLinear,ILI,36,4.584057433683364,4.584057433683364,0.0,0.0,False
"online selector (legal H delay, 123 groups)",DLinear__ILI__h48__s2021,DLinear,ILI,48,4.631771879536765,4.631771879536765,0.0,0.0,False
"online selector (legal H delay, 123 groups)",DLinear__ILI__h60__s2021,DLinear,ILI,60,5.180872926840911,5.180872926840911,0.0,0.0,False
"online selector (legal H delay, 123 groups)",DLinear__Weather__h96__s2021,DLinear,Weather,96,0.1957745452013311,0.1967943998784111,0.0010198546770799899,0.5209332377869601,True
"online selector (legal H delay, 123 groups)",DLinear__Weather__h192__s2021,DLinear,Weather,192,0.2365918118754631,0.2405896103336039,0.0039977984581408,1.6897450619487862,True
"online selector (legal H delay, 123 groups)",DLinear__Weather__h336__s2021,DLinear,Weather,336,0.2818443190599374,0.2825737573239645,0.0007294382640271047,0.2588089291492802,True
"online selector (legal H delay, 123 groups)",DLinear__Weather__h720__s2021,DLinear,Weather,720,0.3511456251897654,0.353374207205661,0.002228582015895597,0.6346603391943817,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,0.3893129802317635,0.3997515395045413,0.010438559272777814,2.681276968099957,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,0.4390775629482987,0.4512262834899178,0.012148720541619085,2.7668734562621218,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTh1__h336__s2021,PatchTST,ETTh1,336,0.494042986790591,0.4948243247054183,0.0007813379148273181,0.1581518077815569,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTh1__h720__s2021,PatchTST,ETTh1,720,0.5222119798807532,0.5207811900098485,-0.001430789870904725,-0.27398641280336866,False
"online selector (legal H delay, 123 groups)",PatchTST__ETTh2__h96__s2021,PatchTST,ETTh2,96,0.2945726362288042,0.3014498778953788,0.006877241666574607,2.334650548203951,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTh2__h192__s2021,PatchTST,ETTh2,192,0.3923403812534316,0.3972474105960495,0.004907029342617886,1.2507071861787784,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTh2__h336__s2021,PatchTST,ETTh2,336,0.4669389677613015,0.4661981245277693,-0.0007408432335321846,-0.15865954325553366,False
"online selector (legal H delay, 123 groups)",PatchTST__ETTh2__h720__s2021,PatchTST,ETTh2,720,0.5231124813320073,0.5194046522783455,-0.0037078290536617375,-0.7088014883950866,False
"online selector (legal H delay, 123 groups)",PatchTST__ETTm1__h96__s2021,PatchTST,ETTm1,96,0.3279506520850138,0.3386023957487822,0.01065174366376842,3.2479714847486254,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTm1__h192__s2021,PatchTST,ETTm1,192,0.3708116270005007,0.375062390860537,0.004250763860036311,1.1463405002752438,True
"online selector (legal H delay, 123 groups)",PatchTST__ETTm1__h336__s2021,PatchTST,ETTm1,336,0.4050482395816282,0.4149463690349677,0.009898129453339455,2.443691512784544,True
