key,backbone,dataset,pred_len,seed,n_train_datasets,arms,mse_none,mse_gate,mse_best_fixed,mse_oracle,best_fixed_val,gain_gate_vs_none,gain_gate_vs_best_fixed,gain_oracle_vs_none,switch_rate,wilcoxon_p_gate_vs_best_fixed
iTransformer__ETTm1__h192__s2021,iTransformer,ETTm1,192,2021,6,fredf|none|san_lite,0.3859548898053218,0.3860623760844189,0.3781058281414774,0.3418130811594209,fredf,-0.027849440941417423,-2.1043177202609282,11.43703832021715,0.8450878276988261,5.677275066394198e-55
iTransformer__ETTm2__h192__s2021,iTransformer,ETTm2,192,2021,6,fredf|none|san_lite,0.25531253316378444,0.248146099514647,0.2447648505203545,0.21947435528613407,fredf,2.8069259116676664,-1.381427515875085,14.03698339184924,0.8067790625827522,7.106556977088492e-39
iTransformer__Electricity__h192__s2021,iTransformer,Electricity,192,2021,6,fredf|none|san_lite,0.17087192704813275,0.17337887202095387,0.17087192704813275,0.16916695272435708,none,-1.4671485340598176,-1.4671485340598176,0.9978083311985005,0.47859538370487276,6.039400014401527e-117
iTransformer__Exchange__h192__s2021,iTransformer,Exchange,192,2021,6,fredf|none|san_lite,0.18858523843009278,0.1900801615449593,0.18858523843009278,0.16658782539116626,none,-0.7927042049013527,-0.7927042049013527,11.664440558513897,0.40874811463046756,0.16375459157981231
iTransformer__Weather__h192__s2021,iTransformer,Weather,192,2021,6,fredf|none|san_lite,0.22515383833219382,0.22337975023853637,0.22515383833219382,0.20526876897581,none,0.7879448588533793,0.7879448588533793,8.831770092658559,0.42037108620023195,1.618174587620158e-20
iTransformer__ETTh1__h336__s2021,iTransformer,ETTh1,336,2021,6,fredf|none|san_lite,0.49567683647681315,0.49751033710941583,0.468905391996408,0.458077599778625,fredf,-0.36989838896471194,-6.100366001584802,7.585433478264043,0.16856581532416504,7.44199625487714e-187
iTransformer__ETTh2__h336__s2021,iTransformer,ETTh2,336,2021,6,fredf|none|san_lite,0.4285814867536071,0.41819332407125087,0.4109939327525718,0.3893410867039839,fredf,2.4238477403724525,-1.7517025787813205,9.155878464738977,0.6671905697445972,3.997664366912129e-18
iTransformer__ETTm1__h336__s2021,iTransformer,ETTm1,336,2021,6,fredf|none|san_lite,0.41925310132276494,0.41542852797783214,0.4116535162027787,0.37361186679301117,fredf,0.9122349561295924,-0.9170362031317465,10.886320073875298,0.7627179257934734,3.1078266769583763e-18
iTransformer__ETTm2__h336__s2021,iTransformer,ETTm2,336,2021,6,fredf|none|san_lite,0.33255729421533586,0.31961650458706986,0.30289919602821647,0.27405111009607264,fredf,3.891296282873812,-5.519099680027183,17.592813369838062,0.46919982118909254,8.482487566716672e-183
iTransformer__Electricity__h336__s2021,iTransformer,Electricity,336,2021,6,fredf|none|san_lite,0.18736326369991158,0.19290738597587886,0.18736326369991158,0.18461225647460386,none,-2.9590231118184325,-2.9590231118184325,1.468274607822351,0.5338071065989848,2.6470375141702545e-246
