key,backbone,dataset,pred_len,n_test_windows,eval_start,n_eval_windows,feedback_window,delay_ratio,delay_windows,delay_feasible,insufficient,gain_vs_none,gain_vs_best_fixed,gain_vs_best_fixed_test,gain_oracle_vs_none
DLinear__ILI__h60__s2021,DLinear,ILI,60,134,67,67,1000000000,2.0,120,True,True,,,,7.394796040714397
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,50,0.0,0,False,False,7.308666300738077,7.308666300738077,6.37258238226055,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,50,0.125,12,False,False,5.08203884633503,5.08203884633503,4.123468357977414,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,50,0.25,24,False,False,3.698970925773538,3.698970925773538,2.726432921932756,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,50,0.5,48,False,False,2.028367795696171,2.028367795696171,1.0389584764711752,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,50,1.0,96,True,False,0.3767911370258066,0.3767911370258066,-0.6292973504516413,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,50,2.0,192,True,False,-0.8703435079950085,-0.8703435079950085,-1.8890267294005265,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,200,0.0,0,False,False,3.7624055130365903,3.7624055130365903,2.790508131081829,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,200,0.125,12,False,False,2.775116402437721,2.775116402437721,1.7932484501778858,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,200,0.25,24,False,False,1.9587102442701223,1.9587102442701223,0.96859745783748,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,200,0.5,48,False,False,0.7189947152558197,0.7189947152558197,-0.28363787992142786,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,200,1.0,96,True,False,-0.4634867482055998,-0.4634867482055998,-1.4780611489181454,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,200,2.0,192,True,False,-1.088698839094817,-1.088698839094817,-2.109587217183262,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000,0.0,0,False,False,1.2300181441140057,1.2300181441140057,0.23254634223455928,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000,0.125,12,False,False,0.6001135786954723,0.6001135786954723,-0.4037195895634565,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000,0.25,24,False,False,0.22542066110485257,0.22542066110485257,-0.7821965072382911,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000,0.5,48,False,False,-0.35838390364129497,-0.35838390364129497,-1.3718968773718736,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000,1.0,96,True,False,-0.7649523044726343,-0.7649523044726343,-1.7825711867772998,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000,2.0,192,True,False,-0.18819580277481868,-0.18819580277481868,-1.1999900576351499,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,3000,0.0,0,False,False,1.3840278779680004,1.3840278779680004,0.3881114106532444,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,3000,0.125,12,False,False,1.2158856753288942,1.2158856753288942,0.2182711505407339,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,3000,0.25,24,False,False,1.0990092469614217,1.0990092469614217,0.10021439451286901,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,3000,0.5,48,False,False,0.9412375621047974,0.9412375621047974,-0.059150616613766124,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,3000,1.0,96,True,False,0.7427619477620196,0.7427619477620196,-0.2596306236368674,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,3000,2.0,192,True,False,1.0132126157331283,1.0132126157331283,0.013551308530424355,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000000000,0.0,0,False,False,0.9152617436621004,0.9152617436621004,-0.08538876320455506,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000000000,0.125,12,False,False,0.893989778591246,0.893989778591246,-0.10687555250570757,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000000000,0.25,24,False,False,0.8743026264396733,0.8743026264396733,-0.1267615239621087,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000000000,0.5,48,False,False,0.8415726673094434,0.8415726673094434,-0.15982202088019307,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000000000,1.0,96,True,False,0.8042893240150251,0.8042893240150251,-0.19748188630124527,11.22415128125044
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,192,10252,1000000000,2.0,192,True,False,0.7558477814303942,0.7558477814303942,-0.24641263696164778,11.22415128125044
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,50,0.0,0,False,False,7.255046461875826,7.255046461875826,6.119109489143838,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,50,0.125,24,False,False,5.1619914369528175,5.1619914369528175,4.0004187989035245,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,50,0.25,48,False,False,4.018233108164347,4.018233108164347,2.842651757791887,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,50,0.5,96,False,False,0.8045833330959199,0.8045833330959199,-0.4103586882095569,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,50,1.0,192,True,False,-2.259098965944132,-2.259098965944132,-3.511564861740026,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,50,2.0,384,True,False,0.673604115360124,0.673604115360124,-0.5429421348592682,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,200,0.0,0,False,False,4.089600264544784,4.089600264544784,2.9148930166272677,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,200,0.125,24,False,False,2.5911974274222063,2.5911974274222063,1.3981377935494328,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,200,0.25,48,False,False,1.3090588136747592,1.3090588136747592,0.10029559055036817,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,200,0.5,96,False,False,-0.8573345243573868,-0.8573345243573868,-2.092631657913243,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,200,1.0,192,True,False,-1.754999053841711,-1.754999053841711,-3.001290751406186,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,200,2.0,384,True,False,0.7790523775005054,0.7790523775005054,-0.4362023460631928,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000,0.0,0,False,False,1.6134172958494715,1.6134172958494715,0.40838184485367096,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000,0.125,24,False,False,0.921428784283416,0.921428784283416,-0.2920821179903943,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000,0.25,48,False,False,0.4473612511284564,0.4473612511284564,-0.7719560138415323,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000,0.5,96,False,False,-0.16651649534283156,-0.16651649534283156,-1.3933525136503535,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000,1.0,192,True,False,0.7346744206447663,0.7346744206447663,-0.4811238425946083,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000,2.0,384,True,False,1.2245429010933087,1.2245429010933087,0.014744530004279454,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,3000,0.0,0,False,False,1.1530297032776256,1.1530297032776256,-0.05764455897677851,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,3000,0.125,24,False,False,0.9358259718129472,0.9358259718129472,-0.2775085942075765,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,3000,0.25,48,False,False,0.8960387534066522,0.8960387534066522,-0.31778312508431555,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,3000,0.5,96,False,False,0.7455692948950102,0.7455692948950102,-0.470095528302594,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,3000,1.0,192,True,False,0.7708009106906024,0.7708009106906024,-0.44455487655226167,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,3000,2.0,384,True,False,1.0330076596203444,1.0330076596203444,-0.1791366284600699,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000000000,0.0,0,False,False,1.0803614699850035,1.0803614699850035,-0.1312028302692175,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000000000,0.125,24,False,False,1.0435318610404172,1.0435318610404172,-0.16848352698618846,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000000000,0.25,48,False,False,0.9983249614818284,0.9983249614818284,-0.21424411908191424,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000000000,0.5,96,False,False,0.9167386837577396,0.9167386837577396,-0.2968296627045651,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000000000,1.0,192,True,False,0.9586069486381107,0.9586069486381107,-0.25444859676874687,10.051836873506483
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,384,9964,1000000000,2.0,384,True,False,0.9896087483033429,0.9896087483033429,-0.2230670881369617,10.051836873506483
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,50,0.0,0,False,False,7.487742605182205,7.487742605182205,6.629551267248322,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,50,0.125,42,False,False,5.38862397230113,5.38862397230113,4.5109601290067305,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,50,0.25,84,False,False,3.3453298358024983,3.3453298358024983,2.4487113439223376,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,50,0.5,168,False,False,-0.004041869916881551,-0.004041869916881551,-0.9317308584675752,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,50,1.0,336,True,False,-2.1472946444212133,-2.1472946444212133,-3.0948655493565935,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,50,2.0,672,True,False,-1.1154480722673696,-1.1154480722673696,-2.05344703705951,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,200,0.0,0,False,False,4.978249597864703,4.978249597864703,4.096778910554505,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,200,0.125,42,False,False,2.886363627435371,2.886363627435371,1.9854875286659524,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,200,0.25,84,False,False,1.2320462610532865,1.2320462610532865,0.315823862517733,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,200,0.5,168,False,False,-1.085177115058482,-1.085177115058482,-2.022895270863801,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,200,1.0,336,True,False,-0.2051512617332861,-0.2051512617332861,-1.134705844561908,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,200,2.0,672,True,False,-0.6653817954609612,-0.6653817954609612,-1.5992057137119386,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000,0.0,0,False,False,1.5386443659291236,1.5386443659291236,0.6252661292942839,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000,0.125,42,False,False,0.7761341230176609,0.7761341230176609,-0.14431755127809065,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000,0.25,84,False,False,0.3699453201636263,0.3699453201636263,-0.5542743706306027,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000,0.5,168,False,False,0.5063283938858484,0.5063283938858484,-0.4166261372873187,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000,1.0,336,True,False,1.567048924891699,1.567048924891699,0.6539341835724637,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000,2.0,672,True,False,2.2882315620107034,2.2882315620107034,1.381806882199777,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,3000,0.0,0,False,False,1.4485127453729425,1.4485127453729425,0.5342984014133714,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,3000,0.125,42,False,False,1.0892265661483889,1.0892265661483889,0.17167929857920378,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,3000,0.25,84,False,False,0.851541735377748,0.851541735377748,-0.06821041907529213,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,3000,0.5,168,False,False,0.7331043588959099,0.7331043588959099,-0.18774648164961794,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,3000,1.0,336,True,False,0.5602790356340024,0.5602790356340024,-0.36217502160492004,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,3000,2.0,672,True,False,0.0986692944724489,0.0986692944724489,-0.828066892427196,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000000000,0.0,0,False,False,0.7743435818905275,0.7743435818905275,-0.14612470238674202,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000000000,0.125,42,False,False,0.6924924724161071,0.6924924724161071,-0.22873510490112628,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000000000,0.25,84,False,False,0.6720708050093233,0.6720708050093233,-0.249346214210726,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000000000,0.5,168,False,False,0.6601352536183492,0.6601352536183492,-0.2613924859225056,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000000000,1.0,336,True,False,0.6034413385053106,0.6034413385053106,-0.31861232298614506,9.07237537131323
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,672,9532,1000000000,2.0,672,True,False,0.5007860583560282,0.5007860583560282,-0.4222198863754884,9.07237537131323
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,50,0.0,0,False,False,8.937110175547506,8.937110175547506,7.34989937112156,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,50,0.125,90,False,False,5.294634240309441,5.294634240309441,3.6439356949341746,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,50,0.25,180,False,False,2.261857255170526,2.261857255170526,0.5582979186705065,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,50,0.5,360,False,False,1.1388075679534424,1.1388075679534424,-0.5843263351004654,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,50,1.0,720,True,False,-0.16027915775421794,-0.16027915775421794,-1.906055923239841,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,50,2.0,1440,True,False,2.2692908210958245,2.2692908210958245,0.565861050395603,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,200,0.0,0,False,False,6.62868176124637,6.62868176124637,5.001235439064664,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,200,0.125,90,False,False,3.709666072289622,3.709666072289622,2.0313417991804585,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,200,0.25,180,False,False,2.365021736851494,2.365021736851494,0.6632605398600347,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,200,0.5,360,False,False,0.11099623089245672,0.11099623089245672,-1.6300522503418662,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,200,1.0,720,True,False,-0.30800091453708556,-0.30800091453708556,-2.0563524453180615,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,200,2.0,1440,True,False,1.2519376554716952,1.2519376554716952,-0.4692244092454238,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000,0.0,0,False,False,3.9630929372877937,3.9630929372877937,2.289185851674352,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000,0.125,90,False,False,2.876687658326711,2.876687658326711,1.1838447120122024,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000,0.25,180,False,False,2.3689166910820423,2.3689166910820423,0.6672233824856184,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000,0.5,360,False,False,3.0114507714763548,3.0114507714763548,1.3209567234852087,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000,1.0,720,True,False,4.334439251694501,4.334439251694501,2.6670046696832,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000,2.0,1440,True,False,-0.7645625527401162,-0.7645625527401162,-2.520871875838459,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,3000,0.0,0,False,False,2.095522845813114,2.095522845813114,0.3890643286239156,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,3000,0.125,90,False,False,1.5517598993053545,1.5517598993053545,-0.1641763142913202,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,3000,0.25,180,False,False,1.1096582800582437,1.1096582800582437,-0.6139836901652627,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,3000,0.5,360,False,False,0.34751151833757044,0.34751151833757044,-1.3894145413442576,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,3000,1.0,720,True,False,-0.44335256652602384,-0.44335256652602384,-2.194063253763026,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,3000,2.0,1440,True,False,-1.0144305151129211,-1.0144305151129211,-2.7750949946347263,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000000000,0.0,0,False,False,1.4889522992355437,1.4889522992355437,-0.22807864023270222,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000000000,0.125,90,False,False,1.4088920466730035,1.4088920466730035,-0.30953432948868903,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000000000,0.25,180,False,False,1.3715360777901515,1.3715360777901515,-0.3475414066060257,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000000000,0.5,360,False,False,1.2798382386116633,1.2798382386116633,-0.4408375236490445,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000000000,1.0,720,True,False,1.0802686881956458,1.0802686881956458,-0.6438855376550642,10.040272188438015
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,1440,8380,1000000000,2.0,1440,True,False,0.8178746465948239,0.8178746465948239,-0.9108530631267436,10.040272188438015
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,50,0.0,0,False,False,3.422608147153733,3.4226422143931945,3.194908872652606,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,50,0.125,12,False,False,2.315014061775047,2.3150485197133275,2.084703426945752,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,50,0.25,24,False,False,1.3920640347598692,1.3920988182646095,1.1595773725237417,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,50,0.5,48,False,False,-0.3963847877238518,-0.3963493733518543,-0.6330880527440182,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,50,1.0,96,True,False,-2.5363602033492594,-2.536324034110584,-2.778108860880445,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,50,2.0,192,True,False,-2.522380248695464,-2.5223440843881546,-2.764095945867386,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,200,0.0,0,False,False,0.7703450424073724,0.7703800452206837,0.5363925613001169,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,200,0.125,12,False,False,0.07852782350371092,0.07856307035242645,-0.1570557461617423,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,200,0.25,24,False,False,-0.5461607387280403,-0.5461252715232514,-0.7832171285813284,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,200,0.5,48,False,False,-1.8319444758592474,-1.8319085551000434,-2.0720323414905955,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,200,1.0,96,True,False,-3.1392438296728713,-3.1392074477697154,-3.3824138981749776,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,200,2.0,192,True,False,-2.3284492761187363,-2.3284131802197034,-2.5697077447311396,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000,0.0,0,False,False,-0.043059883487762726,-0.04302459374953186,-0.27893011892601294,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000,0.125,12,False,False,-0.2880784418057029,-0.2880430656382805,-0.5245263543472375,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000,0.25,24,False,False,-0.4975859224035186,-0.4975504723332772,-0.734527788037174,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000,0.5,48,False,False,-1.0381307387401109,-1.0380950979951231,-1.2763470399342411,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000,1.0,96,True,False,-1.6650277001304001,-1.6649918382503361,-1.904722028226655,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000,2.0,192,True,False,-1.2065557629670647,-1.2065200628109092,-1.445169157674372,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,3000,0.0,0,False,False,0.18271744921242966,0.18275265930872456,-0.052620473912676276,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,3000,0.125,12,False,False,-0.006926480228622129,-0.006891203236286319,-0.2427115244067905,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,3000,0.25,24,False,False,-0.17814534864473078,-0.17811001125571124,-0.4143340733465838,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,3000,0.5,48,False,False,-0.6844430407996765,-0.6844075248164293,-0.9218254570578406,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,3000,1.0,96,True,False,-1.1972873552746546,-1.197251658387888,-1.4358788979763646,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,3000,2.0,192,True,False,-1.0247228543702773,-1.0246872183548603,-1.2629075439678938,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000000000,0.0,0,False,False,0.18271744921242966,0.18275265930872456,-0.052620473912676276,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000000000,0.125,12,False,False,-0.006926480228622129,-0.006891203236286319,-0.2427115244067905,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000000000,0.25,24,False,False,-0.17814534864473078,-0.17811001125571124,-0.4143340733465838,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000000000,0.5,48,False,False,-0.6844430407996765,-0.6844075248164293,-0.9218254570578406,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000000000,1.0,96,True,False,-1.1972873552746546,-1.197251658387888,-1.4358788979763646,5.17935210980201
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,192,2593,1000000000,2.0,192,True,False,-1.0247228543702773,-1.0246872183548603,-1.2629075439678938,5.17935210980201
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,50,0.0,0,False,False,3.3242330465595082,3.3242330465595082,2.9138063233628353,4.702111650052924
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,50,0.125,24,False,False,2.080182555930378,2.080182555930378,1.6644743482164315,4.702111650052924
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,50,0.25,48,False,False,0.9064562536478117,0.9064562536478117,0.48576511530547306,4.702111650052924
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,50,0.5,96,False,False,-0.9414938849785083,-0.9414938849785083,-1.3700302997942417,4.702111650052924
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,50,1.0,192,True,False,-2.9774592009810337,-2.9774592009810337,-3.4146390907804354,4.702111650052924
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,50,2.0,384,True,False,-0.5685622366621818,-0.5685622366621818,-0.9955154096871517,4.702111650052924
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,200,0.0,0,False,False,1.050743809046737,1.050743809046737,0.6306652282296875,4.702111650052924
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,200,0.125,24,False,False,0.0013682761068175224,0.0013682761068175224,-0.42316531732569646,4.702111650052924
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,200,0.25,48,False,False,-0.8445165109710262,-0.8445165109710262,-1.2726412186227785,4.702111650052924
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,200,0.5,96,False,False,-2.0879459904977478,-2.0879459904977478,-2.5213495462299513,4.702111650052924
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,200,1.0,192,True,False,-2.1191583150229616,-2.1191583150229616,-2.5526943793711494,4.702111650052924
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,384,2305,200,2.0,384,True,False,-0.7700016081256735,-0.7700016081256735,-1.197809970654259,4.702111650052924
