key,backbone,dataset,pred_len,n_test_windows,feedback_window,delay_windows,eval_start,n_eval_windows,insufficient,best_fixed_val,best_fixed_test,arm_id_mismatch,mse_none,mse_best_fixed,mse_online,mse_online_nodelay,mse_oracle,mse_best_fixed_test,gain_online_vs_none,gain_online_vs_best_fixed,gain_nodelay_vs_best_fixed,gain_oracle_vs_none,oracle_realized_pct,delay_cost_pp,gain_bestfixed_test_vs_val,gain_online_vs_best_fixed_test,switch_rate,n_distinct_choices,wilcoxon_p_online_vs_best_fixed
DLinear__ETTm1__h336__s2021,DLinear,ETTm1,336,11185,200,336,336,10849,False,fredf_sqrth_a01,fredf_a03,True,0.41786389700750437,0.4196479373083311,0.423560644302602,0.4151509179751635,0.4016067825147211,0.4177072061345439,-1.3633021028810428,-0.9323784645191141,1.0716171660466784,3.890528616893747,-35.04156470864527,2.0039956305657927,0.46246651091166524,-1.401325637211703,0.630565029034934,11,2.2673425557525835e-21
DLinear__ETTm1__h720__s2021,DLinear,ETTm1,720,10801,200,720,720,10081,False,none,fredf_a01,True,0.47939898124964814,0.47939898124964814,0.49161693306861326,0.46929668184517986,0.45799595593235437,0.4767109112670504,-2.548597785312587,-2.548597785312587,2.1072842871116584,4.464553775533254,-57.085162668672346,4.655882072424245,0.5607166656018225,-3.1268472042968067,0.8576530106140264,11,1.5144852770062548e-46
DLinear__ETTm2__h96__s2021,DLinear,ETTm2,96,11425,200,96,96,11329,False,fredf_sqrth_a09,revin,True,0.1974514566094896,0.18400629860784615,0.18823333362936026,0.17556115419299964,0.15600630013802072,0.1823891730662095,4.668551520647339,-2.2972230045775714,4.589595290321493,20.99004848225926,22.241737671451993,6.886818294899065,0.8788424928182896,-3.204225593477097,0.8938123400123577,11,9.393093035171543e-38
DLinear__ETTm2__h192__s2021,DLinear,ETTm2,192,11329,200,192,192,11137,False,fredf_a07,revin,True,0.2801206684686813,0.2523244353287378,0.2584679231881865,0.2386625186864899,0.21180023756264554,0.24859462701629814,7.729792092381196,-2.4347573993063425,5.414424736310005,24.38964296325402,31.692928444725215,7.849182135616347,1.4781795934926059,-3.9716450392957796,0.8751010146358984,11,1.5883909131490118e-26
DLinear__ETTm2__h336__s2021,DLinear,ETTm2,336,11185,200,336,336,10849,False,revin,revin,False,0.3733076297837981,0.31337238846423826,0.3297418664118636,0.29324111769212613,0.26408418043019455,0.31337238846423826,11.67020438265594,-5.223650375770476,6.424072928283933,29.25829547512007,39.88682249952977,11.64772330405441,0.0,-5.223650375770476,0.9380588072633422,11,3.3938379635879875e-282
DLinear__ETTm2__h720__s2021,DLinear,ETTm2,720,10801,200,720,720,10081,False,san_lite,revin,True,0.5545582706292533,0.43310897794057246,0.47118040445300335,0.38468289171284464,0.35884743870707414,0.4292991680259678,15.035005443430022,-8.790264910547949,11.181039575277662,35.29130161556415,42.60258124546608,19.971304485825613,0.879642332216586,-9.755722709531238,0.9762920345203849,11,2.694365801885644e-239
DLinear__Electricity__h96__s2021,DLinear,Electricity,96,5165,200,96,96,5069,False,fredf_a03,fredf_a03,False,0.20069635806880445,0.1976990632537931,0.1980825949950457,0.19767314927756469,0.19583263226451664,0.1976990632537931,1.30234703753301,-0.19399775342299647,0.013107789081945325,2.423425044213387,53.73993474132672,0.2071055425049418,0.0,-0.19399775342299647,1.0,7,1.0705549183417671e-53
DLinear__Electricity__h192__s2021,DLinear,Electricity,192,5069,200,192,192,4877,False,fredf_a03,fredf_sqrth_a09,True,0.20170065089036676,0.19842296081633506,0.19841806217340605,0.19822211702913198,0.19753859188924786,0.19837189979984154,1.6274556886426081,0.0024687883442725007,0.10122003339521786,2.063483178029274,78.86934604457909,0.09875124505094536,0.025733421315351626,-0.023270621298100466,1.0,8,0.16017533481330326
DLinear__Electricity__h336__s2021,DLinear,Electricity,336,4925,200,336,336,4589,False,fredf_a03,fredf_a03,False,0.2107062292682836,0.20770639185033662,0.20832470476815684,0.2074858115165679,0.20683328179842664,0.20770639185033662,1.1302582312757203,-0.2976860328221235,0.10619814431450458,1.8380792458239705,61.491267775955784,0.4038841771366281,0.0,-0.2976860328221235,1.0,9,4.1239543523630824e-126
DLinear__Electricity__h720__s2021,DLinear,Electricity,720,4541,200,720,720,3821,False,fredf_a03,fredf_a03,False,0.24808399819151578,0.2460468104140854,0.2476887990084658,0.24553685607444675,0.24435474886784408,0.2460468104140854,0.1593005538161708,-0.6673480512144517,0.20725907349839456,1.5032204216483782,10.597285100662146,0.8746071247128463,0.0,-0.6673480512144517,0.9866527087149961,10,4.341144279404966e-104
DLinear__Exchange__h96__s2021,DLinear,Exchange,96,1422,200,96,96,1326,False,revin,revin,False,0.09172554986149657,0.08436880994807272,0.088762749444418,0.08202413987890897,0.06783535378966846,0.08436880994807272,3.230071034210235,-5.208014074155583,2.7790721127618805,26.045301562804795,12.401741735591509,7.987086186917464,0.0,-5.208014074155583,0.6153846153846154,5,2.5743246002935045e-06
DLinear__Exchange__h192__s2021,DLinear,Exchange,192,1326,200,192,192,1134,False,revin,revin,False,0.18079992669521186,0.16552183239981927,0.20872312216531663,0.15092506943963718,0.12682095335918023,0.16552183239981927,-15.444251543875113,-26.10005528508367,8.818633015634642,29.85563894985949,-51.729763913365126,34.918688300718316,0.0,-26.10005528508367,0.699294532627866,10,2.1396061958324517e-84
DLinear__Exchange__h336__s2021,DLinear,Exchange,336,1182,200,336,336,846,False,revin,fredf_sqrth_a09,True,0.29618920384076186,0.33753775913558953,0.3774500540314555,0.24764485238890557,0.21763004042014444,0.288610892040087,-27.435453128165666,-11.824542237277479,26.63195577781492,26.52330415884686,-103.43904727520656,38.4564980150924,14.495227799300396,-30.781638684211973,1.0,8,2.1552559335977015e-17
DLinear__Exchange__h720__s2021,DLinear,Exchange,720,798,200,720,399,399,True,san_lite,fredf,True,0.5848003683383005,1.073005827596612,1.0412289663066243,0.5211716919465172,0.5005918532087091,0.5134013932300988,-78.04861670393211,2.9614807741663283,51.42881067902625,14.399531821213507,-542.0219051012714,48.46732990485992,52.15297251641493,-102.80992222374688,1.0,2,1.682175044870657e-14
DLinear__ILI__h24__s2021,DLinear,ILI,24,170,200,24,24,146,False,revin,fredf_a01,True,4.592093884128413,4.659533088337885,4.67315237407815,4.62175940977384,4.085093070995318,4.586445130713998,-1.7651749288027414,-0.29228863669513844,0.8106751867172962,11.04073274471423,-15.98784219864701,1.1029638234124346,1.5685682715034157,-1.8905108617452155,1.0,2,0.027707849358079864
DLinear__ILI__h36__s2021,DLinear,ILI,36,158,200,36,36,122,False,revin,revin,False,4.610141034009026,4.584057433683364,4.584057433683364,4.584057433683364,4.240617898643994,4.584057433683364,0.565787470128082,0.0,0.0,8.01544101664089,7.058719151596489,0.0,0.0,0.0,1.0,1,
DLinear__ILI__h48__s2021,DLinear,ILI,48,146,200,48,48,98,False,revin,revin,False,4.743909288425835,4.631771879536765,4.631771879536765,4.631771879536765,4.461526205345076,4.631771879536765,2.3638185739056707,0.0,0.0,5.95253968640707,39.711093053192094,0.0,0.0,0.0,1.0,1,
DLinear__ILI__h60__s2021,DLinear,ILI,60,134,200,60,60,74,False,revin,revin,False,5.45954189429412,5.180872926840911,5.180872926840911,5.180872926840911,5.0491012431479785,5.180872926840911,5.10425550071154,0.0,0.0,7.517858807439992,67.89507001179268,0.0,0.0,0.0,1.0,1,
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,200,96,96,10348,False,none,fredf_a03,True,0.19577454520133117,0.19577454520133117,0.19686323497984393,0.18848728055384975,0.17391880425028028,0.1939583510764528,-0.5560936317781289,-0.5560936317781289,3.722273822651508,11.163729650585159,-4.981253122011396,4.278367454429637,0.9276967661967284,-1.4976843674192395,0.7099922690374951,11,0.18676479203444363
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,200,192,192,10156,False,none,fredf,True,0.23659181187546313,0.23659181187546313,0.24070399426812963,0.22706477584294585,0.21302033789703853,0.23380272376434325,-1.738091593302344,-1.738091593302344,4.026781804896884,9.9629288906805,-17.445588664739432,5.764873398199228,1.1788607936170732,-2.9517494033614713,0.8220756203229618,11,1.3002342906884077e-11
DLinear__Weather__h336__s2021,DLinear,Weather,336,10204,200,336,336,9868,False,none,fredf,True,0.28184431905993745,0.28184431905993745,0.28239893399814714,0.2681904058325107,0.25675064643197903,0.2793371385853567,-0.19678059861471695,-0.19678059861471695,4.844487649394365,8.903380671842788,-2.210178423901381,5.041268248009082,0.8895621820352125,-1.096093211337846,0.8585326307255776,11,5.665367716544642e-22
DLinear__Weather__h720__s2021,DLinear,Weather,720,9820,200,720,720,9100,False,none,fredf_a09,True,0.35114562518976544,0.35114562518976544,0.35241158067606965,0.3298099223057647,0.31851833474914454,0.34564613078076106,-0.3605215031844563,-0.3605215031844563,6.076026968130319,9.291669353105457,-3.880050930276736,6.436548471314775,1.5661577460965639,-1.9573341903197088,0.8107692307692308,11,4.170058299327128e-09
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2785,200,96,96,2689,False,revin,fredf_a01,True,0.38931283770927755,0.38931298023176353,0.40184617086873703,0.38653711083266495,0.36955324938612916,0.3883242848782612,-3.2193475132167757,-3.219309725938273,0.7130174281471245,5.075503915915886,-63.42912085947848,3.9323271540853977,0.2539590005222016,-3.4821118629446737,0.8746746002231313,8,7.892042810944822e-40
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2689,200,192,192,2497,False,none,fredf_sqrth_a05,True,0.43907756294829875,0.43907756294829875,0.4504969079565133,0.4347341939729359,0.4186089507307489,0.4377624666662182,-2.6007580372612167,-2.6007580372612167,0.9892031253403852,4.661730396803132,-55.789541988907686,3.589961162601602,0.2995134329449666,-2.908984268853656,0.842611133360032,8,7.826915008974327e-14
PatchTST__ETTh1__h336__s2021,PatchTST,ETTh1,336,2545,200,336,336,2209,False,none,fredf_sqrth_a01,True,0.494042986790591,0.494042986790591,0.4963340607432555,0.48821023430366656,0.47091886544858996,0.49367914708721633,-0.4637397987456819,-0.4637397987456819,1.180616392270528,4.680588928541112,-9.907723275971815,1.64435619101621,0.07364535336034479,-0.5377812029732618,0.6455409687641467,7,0.05338405335574254
