key,backbone,dataset,pred_len,n_test_windows,feedback_window,delay_windows,eval_start,n_eval_windows,insufficient,best_fixed_val,best_fixed_test,arm_id_mismatch,mse_none,mse_best_fixed,mse_online,mse_online_nodelay,mse_oracle,mse_best_fixed_test,gain_online_vs_none,gain_online_vs_best_fixed,gain_nodelay_vs_best_fixed,gain_oracle_vs_none,oracle_realized_pct,delay_cost_pp,gain_bestfixed_test_vs_val,gain_online_vs_best_fixed_test,switch_rate,n_distinct_choices,wilcoxon_p_online_vs_best_fixed
DLinear__Exchange__h96__s2021,DLinear,Exchange,96,1422,200,96,96,1326,False,revin,revin,False,0.09172554986149657,0.08436880994807272,0.0891184208375229,0.0815485287808882,0.06812775791461156,0.08436880994807272,2.842314957917342,-5.629581467745218,3.3428006971852766,25.726520017879267,11.048190566860805,8.972382164930494,0.0,-5.629581467745218,0.43514328808446456,3,1.6919497577623853e-07
DLinear__Exchange__h192__s2021,DLinear,Exchange,192,1326,200,192,192,1134,False,revin,revin,False,0.18079992669521186,0.16552183239981927,0.20808300635460403,0.1518803292185699,0.12781044017241008,0.16552183239981927,-15.090205044847401,-25.71332937622439,8.241512907019905,29.30835619852716,-51.48772228079088,33.9548422832443,0.0,-25.71332937622439,0.3509700176366843,4,7.704936264036254e-84
DLinear__Exchange__h336__s2021,DLinear,Exchange,336,1182,200,336,336,846,False,revin,fredf,True,0.29618920384076186,0.33753775913558953,0.3888216399836484,0.2509138215571008,0.22037779409482405,0.29531733059361753,-31.274751051485016,-15.193524119861829,25.66348067252385,25.595601987721274,-122.18798786633583,40.85700479238568,12.508357183495699,-31.662317007187205,0.574468085106383,4,1.8730030104244387e-28
DLinear__Exchange__h720__s2021,DLinear,Exchange,720,798,200,720,399,399,True,san_lite,fredf,True,0.5848003683383005,1.073005827596612,1.0374762348662643,0.5134013932300988,0.512331636851294,0.5134013932300988,-77.4069051655114,3.3112208542143695,52.15297251641493,12.39204614265226,-624.6499107037372,48.84175166220056,52.15297251641493,-102.07896755750762,1.0,2,1.682175044870657e-14
DLinear__ILI__h24__s2021,DLinear,ILI,24,170,200,24,24,146,False,revin,none,True,4.592093884128413,4.659533088337885,4.659533088337885,4.632552613950756,4.086342939571159,4.592093884128413,-1.4685937594295764,0.0,0.5790381541586621,11.013514908855935,-13.334469255094762,0.5790381541586621,1.447338240353901,-1.4685937594295764,1.0,1,
DLinear__ILI__h36__s2021,DLinear,ILI,36,158,200,36,36,122,False,revin,revin,False,4.610141034009026,4.584057433683364,4.584057433683364,4.584057433683364,4.242243921170469,4.584057433683364,0.565787470128082,0.0,0.0,7.980170457356928,7.089917103273703,0.0,0.0,0.0,1.0,1,
DLinear__ILI__h48__s2021,DLinear,ILI,48,146,200,48,48,98,False,revin,revin,False,4.743909288425835,4.631771879536765,4.631771879536765,4.631771879536765,4.465442933598343,4.631771879536765,2.3638185739056707,0.0,0.0,5.869976382281039,40.26964369111509,0.0,0.0,0.0,1.0,1,
DLinear__ILI__h60__s2021,DLinear,ILI,60,134,200,60,60,74,False,revin,revin,False,5.45954189429412,5.180872926840911,5.180872926840911,5.180872926840911,5.049539417833896,5.180872926840911,5.10425550071154,0.0,0.0,7.509832956656153,67.96763030760972,0.0,0.0,0.0,1.0,1,
DLinear__Weather__h96__s2021,DLinear,Weather,96,10444,200,96,96,10348,False,none,fredf,True,0.19577454520133117,0.19577454520133117,0.19679439987841119,0.18842895296940476,0.17414400869369173,0.19441456781847133,-0.5209332377843132,-0.5209332377843132,3.752067064865254,11.048697104766342,-4.714883871108229,4.273000302649567,0.6946650707089195,-1.224101715541045,0.6629300347893313,4,0.3467759275059038
DLinear__Weather__h192__s2021,DLinear,Weather,192,10348,200,192,192,10156,False,none,fredf,True,0.23659181187546313,0.23659181187546313,0.24058961033360396,0.22714682419605733,0.21414045746944033,0.23380272376434325,-1.6897450619416559,-1.6897450619416559,3.992102518043826,9.489489187286761,-17.806491250658414,5.681847579985482,1.1788607936170732,-2.9028261347683832,0.6330248129184718,4,3.294575184743859e-08
