key,backbone,dataset,pred_len,n_arms,n_test_windows,win_rate_top,win_rate_none,win_rate_entropy,chance_persist,persist_lag1,excess_persist_lag1,z_lag1,persist_lagH_4,excess_persist_lagH_4,z_lagH_4,persist_lagH_2,excess_persist_lagH_2,z_lagH_2,persist_lagH,excess_persist_lagH,z_lagH,persist_lag2H,excess_persist_lag2H,z_lag2H,excess_abs1,excess_abs2,excess_abs4,excess_abs8,excess_abs16,excess_abs32,excess_abs64,excess_abs128,excess_abs256,excess_abs512,excess_abs1024,persist_half_life_windows,half_life_over_H,oracle_invariant_under_relabel,persist_lag1_relabelled,oracle_gain_real_pct
DLinear__Exchange__h192__s2021,DLinear,Exchange,192,4,1326,0.39064856711915535,0.39064856711915535,0.9154173475258576,0.3037031728807082,0.9735849056603774,0.6698817327796691,53.025430301413984,0.4765258215962441,0.17282264871553593,13.435202330580994,0.4138211382113821,0.11011796533067392,8.39825121227026,0.2945326278659612,-0.009170545014747011,-0.6715522393037535,0.1337579617834395,-0.1699452110972687,-11.342597204318656,0.6698817327796691,0.6449373105029776,0.5964481130497004,0.5195138225669398,0.41156400269181087,0.22566313314711256,0.16856307117634411,0.01015325449825677,-0.06071251867510072,-0.12188499106252637,-0.048736285463489626,21.291003093437503,0.11089064111165366,True,0.24837264150943394,25.215425852793622
DLinear__Exchange__h336__s2021,DLinear,Exchange,336,4,1182,0.38155668358714045,0.38155668358714045,0.9118935422226554,0.30741007956344607,0.9779847586790855,0.6705746791156395,49.943038868901056,0.4890710382513661,0.18166095868792004,13.045647418713063,0.28895463510848124,-0.01845544445496483,-1.2736390056988294,0.08747044917257683,-0.21993963039086922,-13.864095374989416,0.4235294117647059,0.1161193322012598,5.683194016837832,0.6705746791156395,0.6536068695890962,0.6178870341886762,0.5546001419016306,0.46617482609693134,0.3160681813061192,0.22479027821830705,0.053121229734466646,-0.15838200180966638,-0.15367873627986398,-0.14285311753812963,29.282428631154893,0.08715008521177052,True,0.24849174428450466,29.888723757545122
DLinear__Exchange__h720__s2021,DLinear,Exchange,720,4,798,0.7606516290726817,0.07393483709273183,0.544069033685702,0.6062304885019567,0.9887076537013801,0.38247716519942343,22.100125609235214,0.5663430420711975,-0.039887446430759255,-2.0295069412184756,0.639269406392694,0.03303891789073732,1.4152166825876717,0.9871794871794872,0.3809489986775305,6.886113984797128,,,,0.38247716519942343,0.3736690089854805,0.35598613618318187,0.320351789979056,0.2518257774826981,0.13397838878263857,-0.03811059749378232,-0.024140936263150725,-0.06564008259789766,-0.12371300598447421,,22.849896386265637,0.03173596720314672,True,0.25074498117942284,25.9996233935449
DLinear__ILI__h24__s2021,DLinear,ILI,24,4,170,0.3411764705882353,0.24705882352941178,0.9370361898602202,0.28719723183391,0.8994082840236687,0.6122110521897587,17.59015653641913,0.5,0.21280276816609,6.023159770444951,0.20253164556962025,-0.08466558626428974,-2.3521263644187878,0.14383561643835616,-0.14336161539555384,-3.8285515602445037,0.5163934426229508,0.22919621078904084,5.595160320362947,0.6122110521897587,0.5163741967375186,0.3453328886480177,0.09551881754880603,-0.17031411495079313,-0.14226969560202593,-0.14568779787164585,-0.14434008897676714,,,,4.459945971065984,0.18583108212774935,True,0.2516642011834319,10.118227791302003
DLinear__ILI__h36__s2021,DLinear,ILI,36,4,158,0.4240506329113924,0.16455696202531644,0.9430450551701235,0.2931421246595097,0.9044585987261147,0.611316474066605,16.827157497694014,0.40939597315436244,0.11625384849485276,3.1174199250588095,0.12142857142857143,-0.17171355323093823,-4.463375516413909,0.13114754098360656,-0.1619945836759031,-3.930748372527009,0.11627906976744186,-0.17686305489206783,-3.6031403708938017,0.611316474066605,0.5209604394430545,0.3756890441716591,0.16685787534049035,-0.11004353311021389,-0.17409450561189063,-0.0910144650850416,-0.059808791326176336,,,,5.046721682118458,0.1401867133921794,True,0.2515923566878981,7.491392832869407
DLinear__ILI__h48__s2021,DLinear,ILI,48,4,146,0.5547945205479452,0.1780821917808219,0.7640510792365507,0.40073184462375677,0.896551724137931,0.4958198795141743,12.183453461425252,0.3358208955223881,-0.06491094910136869,-1.5333201061902861,0.3770491803278688,-0.023682664295887945,-0.5337930885269443,0.4897959183673469,0.08906407374359016,1.799194296105503,0.6,0.1992681553762432,2.8753146348850933,0.4958198795141743,0.4048237109317988,0.23307097227765172,0.02680438726030121,-0.07765492154683368,-0.07617044111498483,-0.15682940559936653,-0.17850962240153456,,,,3.7674875164966406,0.07848932326034667,True,0.2519396551724138,5.4936078799359125
DLinear__ILI__h60__s2021,DLinear,ILI,60,4,134,0.6268656716417911,0.07462686567164178,0.6685721829426023,0.47527288928491873,0.9172932330827067,0.442020343797788,10.207744850497697,0.3697478991596639,-0.10552499012525485,-2.3051040214976624,0.40384615384615385,-0.07142673543876488,-1.4586100389914756,0.47297297297297297,-0.00229991631194576,-0.03961773300418494,0.42857142857142855,-0.046701460713490184,-0.34990988365256753,0.442020343797788,0.35806044404841464,0.19395787994585045,-0.007018921030950476,-0.11934068589508823,-0.14193955595158542,-0.10384431785634729,0.02472711071508127,,,,3.568085276816193,0.05946808794693655,True,0.2612781954887218,7.17509843039149
DLinear__Weather__h96__s2021,DLinear,Weather,96,4,10444,0.30314055917273075,0.27719264649559555,0.9701374848308447,0.26821886852621435,0.8847074595422771,0.6164885910160628,142.20092324657472,0.5007677543186181,0.23254888579240374,53.58125181805287,0.37389380530973454,0.10567493678352019,24.320352504979017,0.2845960572091225,0.01637718868290816,3.760384863927787,0.24902458056964494,-0.01919428795656941,-4.386731345673796,0.6164885910160628,0.5523135965187962,0.46549760656957107,0.35606246531817043,0.26179647478026824,0.16099742037121167,0.07802390604025966,-0.0019334865952333469,-0.01949487951953982,0.021652255114542773,0.009912766293318553,11.370852561099285,0.11844638084478422,True,0.2504159484822369,10.946321815406334
DLinear__Weather__h192__s2021,DLinear,Weather,192,4,10348,0.279860842674913,0.26459219172787013,0.9950183062840244,0.25333588267823615,0.89929448149222,0.6459585988139839,151.077891141008,0.4350485436893204,0.18171266101108424,42.402631166124,0.3446156847444401,0.09127980206620395,21.25044329404973,0.23779046868846002,-0.01554541398977613,-3.602074110813894,0.27749899638699316,0.02416311370875701,5.545730524266653,0.6459585988139839,0.5867955690905634,0.511938672619521,0.4106873281534853,0.30502648665974297,0.21070056555751415,0.17626349499582067,0.04353300186188125,0.002807597305909737,0.02086094530061705,0.036132156789803305,14.222372052143829,0.07407485443824911,True,0.2511023726684063,9.334942560411884
DLinear__Weather__h336__s2021,DLinear,Weather,336,4,10204,0.29860838886711094,0.29860838886711094,0.9891134977076641,0.2575165372001141,0.9191414289914731,0.661624891791359,152.8374646722205,0.4597826086956522,0.2022660714955381,46.53367381495647,0.3313072937425269,0.0737907565424128,16.905823667178534,0.2974260235103364,0.03990948631022234,9.066606217789618,0.258497691984893,0.0009811547847788926,0.21907034312706988,0.661624891791359,0.6168218278263513,0.5504246392704741,0.46070629528321266,0.37430521387958754,0.29016336842316554,0.2353828710839096,0.12031196617424084,0.02374602813965271,0.005174341875412103,0.017211131645201827,22.894008717555014,0.06813693070700896,True,0.2510536116828384,8.390518472374266
