backbone,dataset,pred_len,plugin,seed,cell_id,iters_per_epoch,ms_per_iter,est_seconds,est_hours,cost_source,done
DLinear,ETTm1,720,san_lite,2021,DLinear__ETTm1__h720__san_lite__s2021,1055,7.545,235.0,0.065,measured,False
PatchTST,ETTm2,336,san_lite,2021,PatchTST__ETTm2__h336__san_lite__s2021,1067,13.768,236.6,0.066,measured,False
DLinear,ETTm2,720,san_lite,2021,DLinear__ETTm2__h720__san_lite__s2021,1055,7.619,237.2,0.066,measured,False
DLinear,Weather,720,san_lite,2021,DLinear__Weather__h720__san_lite__s2021,1128,7.232,240.8,0.067,measured,False
iTransformer,Weather,96,san_lite,2021,iTransformer__Weather__h96__san_lite__s2021,1147,20.686,243.1,0.068,measured,False
DLinear,Electricity,336,none,2021,DLinear__Electricity__h336__none__s2021,1124,7.396,245.4,0.068,measured,False
iTransformer,ETTm1,96,san_lite,2021,iTransformer__ETTm1__h96__san_lite__s2021,1075,22.764,250.8,0.07,measured,False
DLinear,Electricity,336,revin,2021,DLinear__Electricity__h336__revin__s2021,1124,7.687,255.0,0.071,measured,False
DLinear,Weather,96,san_lite,2021,DLinear__Weather__h96__san_lite__s2021,1147,7.581,256.6,0.071,measured,False
iTransformer,Electricity,96,none,2021,iTransformer__Electricity__h96__none__s2021,1139,22.272,260.0,0.072,measured,False
iTransformer,ETTm1,336,san_lite,2021,iTransformer__ETTm1__h336__san_lite__s2021,1067,23.95,261.9,0.073,measured,False
PatchTST,Weather,192,san_lite,2021,PatchTST__Weather__h192__san_lite__s2021,1144,14.292,263.4,0.073,measured,False
iTransformer,ETTm2,336,san_lite,2021,iTransformer__ETTm2__h336__san_lite__s2021,1067,24.239,265.0,0.074,measured,False
iTransformer,ETTm2,720,san_lite,2021,iTransformer__ETTm2__h720__san_lite__s2021,1055,24.739,267.5,0.074,measured,False
iTransformer,Electricity,96,fredf,2021,iTransformer__Electricity__h96__fredf__s2021,1139,22.963,268.0,0.074,measured,False
DLinear,Electricity,336,fredf,2021,DLinear__Electricity__h336__fredf__s2021,1124,8.084,268.2,0.074,measured,False
iTransformer,Electricity,192,none,2021,iTransformer__Electricity__h192__none__s2021,1133,23.137,268.6,0.075,measured,False
iTransformer,Electricity,192,fredf,2021,iTransformer__Electricity__h192__fredf__s2021,1133,23.81,276.4,0.077,measured,False
PatchTST,Electricity,96,none,2021,PatchTST__Electricity__h96__none__s2021,1139,15.183,278.6,0.077,measured,False
iTransformer,Electricity,336,none,2021,iTransformer__Electricity__h336__none__s2021,1124,24.356,280.5,0.078,measured,False
PatchTST,Electricity,96,fredf,2021,PatchTST__Electricity__h96__fredf__s2021,1139,15.342,281.5,0.078,measured,False
iTransformer,ETTm1,720,san_lite,2021,iTransformer__ETTm1__h720__san_lite__s2021,1055,26.063,281.8,0.078,measured,False
iTransformer,Electricity,336,fredf,2021,iTransformer__Electricity__h336__fredf__s2021,1124,25.123,289.4,0.08,measured,False
PatchTST,Electricity,192,none,2021,PatchTST__Electricity__h192__none__s2021,1133,16.108,294.0,0.082,measured,False
PatchTST,Electricity,192,fredf,2021,PatchTST__Electricity__h192__fredf__s2021,1133,16.383,299.0,0.083,measured,False
iTransformer,Weather,192,san_lite,2021,iTransformer__Weather__h192__san_lite__s2021,1144,26.449,310.1,0.086,measured,False
PatchTST,Weather,336,san_lite,2021,PatchTST__Weather__h336__san_lite__s2021,1140,17.208,316.0,0.088,measured,False
iTransformer,Electricity,720,none,2021,iTransformer__Electricity__h720__none__s2021,1100,28.211,318.0,0.088,measured,False
PatchTST,Electricity,336,none,2021,PatchTST__Electricity__h336__none__s2021,1124,17.614,318.9,0.089,measured,False
PatchTST,Electricity,336,fredf,2021,PatchTST__Electricity__h336__fredf__s2021,1124,18.12,328.1,0.091,measured,False
PatchTST,Weather,720,san_lite,2021,PatchTST__Weather__h720__san_lite__s2021,1128,18.158,329.9,0.092,measured,False
iTransformer,Weather,336,san_lite,2021,iTransformer__Weather__h336__san_lite__s2021,1140,28.286,330.4,0.092,measured,False
iTransformer,Weather,720,san_lite,2021,iTransformer__Weather__h720__san_lite__s2021,1128,28.648,331.1,0.092,measured,False
iTransformer,Electricity,720,fredf,2021,iTransformer__Electricity__h720__fredf__s2021,1100,29.432,331.8,0.092,measured,False
DLinear,Electricity,96,san_lite,2021,DLinear__Electricity__h96__san_lite__s2021,1139,10.425,350.5,0.097,measured,False
DLinear,Electricity,720,none,2021,DLinear__Electricity__h720__none__s2021,1100,11.104,360.5,0.1,measured,False
DLinear,Electricity,720,revin,2021,DLinear__Electricity__h720__revin__s2021,1100,11.38,369.5,0.103,measured,False
PatchTST,Electricity,720,none,2021,PatchTST__Electricity__h720__none__s2021,1100,21.785,386.0,0.107,measured,False
DLinear,Electricity,720,fredf,2021,DLinear__Electricity__h720__fredf__s2021,1100,12.022,390.3,0.108,measured,False
PatchTST,Electricity,720,fredf,2021,PatchTST__Electricity__h720__fredf__s2021,1100,22.714,402.5,0.112,measured,False
PatchTST,Electricity,96,san_lite,2021,PatchTST__Electricity__h96__san_lite__s2021,1139,27.407,502.8,0.14,measured,False
iTransformer,Electricity,96,san_lite,2021,iTransformer__Electricity__h96__san_lite__s2021,1139,47.132,550.1,0.153,measured,False
iTransformer,Electricity,192,san_lite,2021,iTransformer__Electricity__h192__san_lite__s2021,1133,47.942,556.6,0.155,measured,False
DLinear,Electricity,192,san_lite,2021,DLinear__Electricity__h192__san_lite__s2021,1133,17.005,568.7,0.158,measured,False
iTransformer,Electricity,336,san_lite,2021,iTransformer__Electricity__h336__san_lite__s2021,1124,52.44,604.0,0.168,measured,False
PatchTST,Electricity,336,san_lite,2021,PatchTST__Electricity__h336__san_lite__s2021,1124,34.422,623.2,0.173,measured,False
DLinear,Electricity,336,san_lite,2021,DLinear__Electricity__h336__san_lite__s2021,1124,19.014,630.8,0.175,measured,False
PatchTST,Electricity,192,san_lite,2021,PatchTST__Electricity__h192__san_lite__s2021,1133,37.521,684.8,0.19,measured,False
PatchTST,Electricity,720,san_lite,2021,PatchTST__Electricity__h720__san_lite__s2021,1100,44.053,780.6,0.217,measured,False
DLinear,Electricity,720,san_lite,2021,DLinear__Electricity__h720__san_lite__s2021,1100,24.189,785.4,0.218,measured,False
iTransformer,Electricity,720,san_lite,2021,iTransformer__Electricity__h720__san_lite__s2021,1100,70.292,792.3,0.22,measured,False
