key,backbone,dataset,pred_len,seed,n_arms,arms,n_val_windows,n_test_windows,mse_none,mse_gate,mse_oracle,best_fixed_val,mse_best_fixed,gain_gate_vs_none,gain_gate_vs_best_fixed,gain_bestfixed_vs_none,gain_oracle_vs_none,oracle_realized_pct,switch_rate,n_distinct_choices,oracle_arm_entropy,gate_acc,majority_acc,mse_fixed_fredf,mse_fixed_none,mse_fixed_revin,mse_fixed_san_lite,wilcoxon_p_gate_vs_best_fixed
PatchTST__ILI__h36__s2021,PatchTST,ILI,36,2021,3,fredf|none|san_lite,62,158,2.7963005932448786,2.7816200365748585,2.6676428738651397,none,2.7963005932448786,0.5249992331110321,0.5249992331110321,0.0,4.600997463952762,11.410552542576704,0.3227848101265823,2,0.8937106905740582,0.7025316455696202,0.5189873417721519,2.8389049845783014,2.7963005932448786,,3.434044325842133,0.00019822622679641964
PatchTST__ILI__h48__s2021,PatchTST,ILI,48,2021,3,fredf|none|san_lite,50,146,2.736687513655179,2.736687513655179,2.7164088377397353,none,2.736687513655179,0.0,0.0,0.0,0.7409934752964107,0.0,0.0,1,0.6783614339999116,0.7328767123287672,0.7328767123287672,2.855856708059572,2.736687513655179,,3.3019955631804794,
PatchTST__ILI__h60__s2021,PatchTST,ILI,60,2021,3,fredf|none|san_lite,38,134,2.748105302230636,2.748105302230636,2.7201544486764653,none,2.748105302230636,0.0,0.0,0.0,1.017095434133209,0.0,0.0,1,0.5254726352089483,0.8283582089552238,0.8283582089552238,2.8940613207532397,2.748105302230636,,3.1920411822511188,
PatchTST__Weather__h96__s2021,PatchTST,Weather,96,2021,4,fredf|none|revin|san_lite,5175,10444,0.18469134765263034,0.18499969307737008,0.17433684032423938,revin,0.1846863709535337,-0.16695174335833057,-0.16965091804933272,0.002694603271813714,5.606384630323766,-2.9778860058797925,0.7613941018766756,4,0.9632509475443884,0.3277479892761394,0.38864419762543084,0.18790360852471033,0.18469134765263034,0.1846863709535337,0.1862417274560995,0.004410053102188515
PatchTST__Weather__h192__s2021,PatchTST,Weather,192,2021,3,fredf|none|san_lite,5079,10348,0.22971720046248212,0.23089653752408676,0.22079310600675,none,0.22971720046248212,-0.5133864853067972,-0.5133864853067972,0.0,3.8848176965968055,-13.2152014674719,0.4741979126401237,3,0.9755534858050778,0.4007537688442211,0.4224971008890607,0.24081537881660897,0.22971720046248212,,0.23248849513824954,1.0888555680570385e-27
PatchTST__Weather__h336__s2021,PatchTST,Weather,336,2021,3,fredf|none|san_lite,4935,10204,0.28531355516286294,0.28598926143274617,0.2752195727894238,none,0.28531355516286294,-0.23682936111996133,-0.23682936111996133,0.0,3.5378558749660107,-6.694149492417472,0.49245393963151707,3,0.9922594406303304,0.3603488827910623,0.36720893767150137,0.2948667372458971,0.28531355516286294,,0.28648590251528855,5.368599072588668e-07
PatchTST__Weather__h720__s2021,PatchTST,Weather,720,2021,4,fredf|none|revin|san_lite,4551,9820,0.36097333869629383,0.3608538869669748,0.35063923582009776,revin,0.36097959123415274,0.03309156564031242,0.0348230953300801,-0.0017321328720489577,2.862843808213237,1.1558983952311186,0.5664969450101833,4,0.9701010023863956,0.27413441955193485,0.37169042769857435,0.37059254100026523,0.36097333869629383,0.36097959123415274,0.36161341036000344,0.51218800769764
iTransformer__ETTh1__h96__s2021,iTransformer,ETTh1,96,2021,4,fredf|none|revin|san_lite,2785,2785,0.3971976572831614,0.39473267507403287,0.36283528453250763,fredf,0.3792224222978099,0.6205933403492019,-4.090014689058025,4.5255138482581145,8.651202271837775,7.1734924329691925,0.8843806104129264,4,0.8711137471896006,0.33141831238779174,0.4761220825852783,0.3792224222978099,0.3971976572831614,0.39719856487891403,0.40880131208382986,7.882457049410343e-57
iTransformer__ETTh1__h192__s2021,iTransformer,ETTh1,192,2021,3,fredf|none|san_lite,2689,2689,0.44136865226452837,0.4517280506617786,0.4156408923050869,none,0.44136865226452837,-2.347107875485914,-2.347107875485914,0.0,5.829086371989012,-40.26545028863246,0.7575306805503905,3,0.9012747911253359,0.29527705466716253,0.5496467088136854,0.42827596223101644,0.44136865226452837,,0.4819170009274162,1.5145377394157355e-15
iTransformer__ETTh1__h336__s2021,iTransformer,ETTh1,336,2021,3,fredf|none|san_lite,2545,2545,0.49567683647681315,0.49213040854584256,0.458077599778625,fredf,0.468905391996408,0.7154717892752162,-4.953028253845058,5.40098760124399,7.585433478264043,9.432180656601393,0.8074656188605108,3,0.8250218700127002,0.33948919449901765,0.6357563850687623,0.468905391996408,0.49567683647681315,,0.5119630662303543,1.5765120483651082e-121
iTransformer__ETTh1__h720__s2021,iTransformer,ETTh1,720,2021,4,fredf|none|revin|san_lite,2161,2161,0.5217474031674536,0.48850061605507333,0.46566851628096995,fredf,0.47459833374292637,6.372199825141453,-2.9292733083315166,9.036761685482597,10.748282894352574,59.28574719945213,0.922720962517353,4,0.6647213769997357,0.5057843590930124,0.6732993984266543,0.47459833374292637,0.5217474031674536,0.5217491655728156,0.5078599831259178,2.657991805257043e-57
iTransformer__ETTh2__h96__s2021,iTransformer,ETTh2,96,2021,3,fredf|none|san_lite,2785,2785,0.29941963606666194,0.29454886665303576,0.27016207123412694,fredf,0.291221649239853,1.6267368024338607,-1.1425034580554159,2.737958984412228,9.771424886083112,16.647897531250837,0.6825852782764812,3,0.9363091072403937,0.35224416517055657,0.5052064631956912,0.291221649239853,0.29941963606666194,,0.3051256222172207,7.25976365253998e-21
iTransformer__ETTh2__h192__s2021,iTransformer,ETTh2,192,2021,3,fredf|none|san_lite,2689,2689,0.3902916714393902,0.38219461426715196,0.3508825877916197,fredf,0.3758533061584184,2.0746169505374437,-1.687176354395004,3.699378269509654,10.097341688673344,20.5461696201882,0.9085161770174787,3,0.8795050547122706,0.46485682409817775,0.5656377835626627,0.3758533061584184,0.3902916714393902,,0.38803163189378626,1.5945678413925936e-20
iTransformer__ETTh2__h336__s2021,iTransformer,ETTh2,336,2021,3,fredf|none|san_lite,2545,2545,0.4285814867536071,0.4248647327639148,0.3893410867039839,fredf,0.4109939327525718,0.8672222446744163,-3.3749403351070404,4.1036662909113,9.155878464738977,9.47175356239331,0.7516699410609037,3,0.9581468992138442,0.36777996070726915,0.4781925343811395,0.4109939327525718,0.4285814867536071,,0.42656808628578086,4.272143812190745e-25
iTransformer__ETTh2__h720__s2021,iTransformer,ETTh2,720,2021,3,fredf|none|san_lite,2161,2161,0.43493852325469906,0.45177892783086976,0.39324581887519566,san_lite,0.48949936984562864,-3.8719045740333917,7.705922487004949,-12.544496215814256,9.585884475676206,-40.391729983449366,0.8991207774178621,3,0.9859884362490092,0.3947246645071726,0.3998149005090236,0.41788902994260807,0.43493852325469906,,0.48949936984562864,5.5176333126434857e-42
iTransformer__ETTm1__h96__s2021,iTransformer,ETTm1,96,2021,3,fredf|none|san_lite,11425,11425,0.34568484383221526,0.3435005090147648,0.2924250845144823,fredf,0.3326275164263906,0.6318861981997511,-3.2688193403709818,3.7772345645921668,15.40702760559255,4.1012855585364205,0.7646389496717725,3,0.9665679975283656,0.37146608315098467,0.4636323851203501,0.3326275164263906,0.34568484383221526,,0.3711231697926245,9.145091016468323e-75
iTransformer__ETTm1__h192__s2021,iTransformer,ETTm1,192,2021,3,fredf|none|san_lite,11329,11329,0.3859548898053218,0.3891832045260453,0.3418130811594209,fredf,0.3781058281414774,-0.8364487161552909,-2.9297026282265453,2.0336733310421695,11.43703832021715,-7.31350803168823,0.7891252537735016,3,0.9851472464733518,0.3504281048636243,0.41998411157207166,0.3781058281414774,0.3859548898053218,,0.4055149382749264,3.098324083200943e-87
iTransformer__ETTm1__h336__s2021,iTransformer,ETTm1,336,2021,3,fredf|none|san_lite,11185,11185,0.41925310132276494,0.42537561021495407,0.37361186679301117,fredf,0.4116535162027787,-1.460337174097865,-3.3334086730799632,1.81264851613287,10.886320073875298,-13.414424379918307,0.7850692892266429,3,0.9896207743552986,0.3446580241394725,0.4032185963343764,0.4116535162027787,0.41925310132276494,,0.44049769085954754,1.0211684284954106e-82
iTransformer__ETTm1__h720__s2021,iTransformer,ETTm1,720,2021,3,fredf|none|san_lite,10801,10801,0.5141235931834494,0.4940030724348244,0.436963672998459,none,0.5141235931834494,3.91355717095178,3.91355717095178,0.0,15.008048883161855,26.0763887522504,0.6491065642070178,3,0.9820462377329505,0.3580224053328396,0.42394222757152117,0.4775877657444121,0.5141235931834494,,0.5029132705950624,4.06239274812678e-65
iTransformer__ETTm2__h96__s2021,iTransformer,ETTm2,96,2021,3,fredf|none|san_lite,11425,11425,0.18033481929638714,0.1859823537079915,0.1578521704194452,fredf,0.18079358629164993,-3.131693831290056,-2.8699952928321895,-0.2543973465857656,12.467170214015184,-25.1195241373236,0.855492341356674,3,0.9692293132092965,0.3459080962800875,0.4584682713347921,0.18079358629164993,0.18033481929638714,,0.18965619350549168,1.9648966768907008e-77
iTransformer__ETTm2__h192__s2021,iTransformer,ETTm2,192,2021,3,fredf|none|san_lite,11329,11329,0.25531253316378444,0.2538744816429152,0.21947435528613407,fredf,0.2447648505203545,0.5632514405162717,-3.7217889346272575,4.131282750863719,14.03698339184924,4.0126245417346205,0.8532085797510813,3,0.9517290796617589,0.3508694500838556,0.4876864683555477,0.2447648505203545,0.25531253316378444,,0.2582288314920073,1.1207646231747826e-112
iTransformer__ETTm2__h336__s2021,iTransformer,ETTm2,336,2021,3,fredf|none|san_lite,11185,11185,0.33255729421533586,0.31492832912815755,0.27405111009607264,fredf,0.30289919602821647,5.301030948282339,-3.9713321321529023,8.918192053795744,17.592813369838062,30.131797778745653,0.8702726866338847,3,0.9495279778193291,0.3879302637460885,0.49262405006705406,0.30289919602821647,0.33255729421533586,,0.31843964116323936,5.944937489613721e-136
iTransformer__ETTm2__h720__s2021,iTransformer,ETTm2,720,2021,3,fredf|none|san_lite,10801,10801,0.41126009556489423,0.41063823495962126,0.3744943353696953,fredf,0.408847280571653,0.15120859329113656,-0.4380497249388024,0.586688331607086,8.939783020915081,1.6914123411414297,0.8332561799833349,3,0.9741168040760794,0.40727710397185446,0.4476437366910471,0.408847280571653,0.41126009556489423,,0.41655828472533474,5.748073717089933e-15
iTransformer__Electricity__h96__s2021,iTransformer,Electricity,96,2021,3,fredf|none|san_lite,2537,5165,0.15795021737562376,0.16122587013769704,0.15568705043770797,none,0.15795021737562376,-2.0738513795537656,-2.0738513795537656,0.0,1.432835595610093,-144.7375668912233,0.48267182962245886,3,0.8746357691256562,0.4069699903194579,0.4871248789932236,0.16276019242558798,0.15795021737562376,,0.17182976032272776,5.057674664034609e-130
iTransformer__Electricity__h192__s2021,iTransformer,Electricity,192,2021,3,fredf|none|san_lite,2441,5069,0.17087192704813275,0.17193411201132805,0.16916695272435708,none,0.17087192704813275,-0.6216263733538119,-0.6216263733538119,0.0,0.9978083311985005,-62.29917646032882,0.3894259222726376,3,0.8491052484452208,0.49575853225488264,0.5393568751232984,0.17520516669727873,0.17087192704813275,,0.18191269442988797,4.6422823811133036e-37
iTransformer__Electricity__h336__s2021,iTransformer,Electricity,336,2021,3,fredf|none|san_lite,2297,4925,0.18736326369991158,0.1885793201950601,0.18461225647460386,none,0.18736326369991158,-0.64903678081191,-0.64903678081191,0.0,1.468274607822351,-44.20404583163037,0.2499492385786802,3,0.8019272912506025,0.5618274111675127,0.6219289340101523,0.19464365019108437,0.18736326369991158,,0.19980068959863054,2.063126332306042e-42
iTransformer__Electricity__h720__s2021,iTransformer,Electricity,720,2021,3,fredf|none|san_lite,1913,4541,0.224536934420811,0.22688616861451227,0.22019612566998445,none,0.224536934420811,-1.0462573561675401,-1.0462573561675401,0.0,1.9332270488168228,-54.1197350082001,0.3378110548337371,3,0.7940221383155341,0.5727813256991852,0.6551420391984144,0.23946301897659986,0.224536934420811,,0.2362111509535392,4.058090815314071e-38
iTransformer__Exchange__h96__s2021,iTransformer,Exchange,96,2021,3,fredf|none|san_lite,665,1422,0.11270565847157593,0.10076193057089709,0.07788642523705477,none,0.11270565847157593,10.597274407109774,10.597274407109774,0.0,30.893953068907837,34.302099129783066,0.44233473980309423,3,0.9492230488000786,0.3340365682137834,0.47187060478199716,0.08816419777548158,0.11270565847157593,,0.09559438021332235,1.0027679803265986e-39
iTransformer__Exchange__h192__s2021,iTransformer,Exchange,192,2021,3,fredf|none|san_lite,569,1326,0.18858523843009278,0.18955085521246423,0.16658782539116626,none,0.18858523843009278,-0.5120320075976015,-0.5120320075976015,0.0,11.664440558513897,-4.389683371489184,0.6259426847662142,3,0.9956788946544338,0.4079939668174962,0.3770739064856712,0.19022679439188173,0.18858523843009278,,0.19286571712504236,0.09910418462709562
iTransformer__Exchange__h336__s2021,iTransformer,Exchange,336,2021,3,fredf|none|san_lite,425,1182,0.33990427932360046,0.34677639720857445,0.3089960653353766,fredf,0.3422649927790294,-2.021780337284688,-1.318102793073115,-0.6945230169269232,9.093211197469877,-22.23395336712098,0.6742808798646363,3,0.9925019724763121,0.2470389170896785,0.3900169204737733,0.3422649927790294,0.33990427932360046,,0.34988172008780455,0.0013117187878242753
iTransformer__Exchange__h720__s2021,iTransformer,Exchange,720,2021,3,fredf|none|san_lite,41,798,0.8616552551960885,0.8548341513352287,0.7995674424900447,none,0.8616552551960885,0.7916279532583679,0.7916279532583679,0.0,7.205644291212766,10.986220263620321,0.023809523809523808,2,0.9647507423378155,0.4774436090225564,0.4598997493734336,0.8824162707666406,0.8616552551960885,,0.8898023700056817,0.00034155628132162525
iTransformer__ILI__h24__s2021,iTransformer,ILI,24,2021,3,fredf|none|san_lite,74,170,2.2942722540129634,2.334124378640862,1.7032272554495755,none,2.2942722540129634,-1.7370268309776584,-1.7370268309776584,0.0,25.7617637806202,-6.742654912011237,0.31176470588235294,3,0.9769406305166093,0.45294117647058824,0.4411764705882353,2.373547848533182,2.2942722540129634,,2.464510084075086,0.10617443244296776
iTransformer__ILI__h36__s2021,iTransformer,ILI,36,2021,3,fredf|none|san_lite,62,158,2.191627541580532,2.2462811372891256,2.0461020323483248,none,2.191627541580532,-2.493744702129188,-2.493744702129188,0.0,6.640065726094701,-37.55602436752877,0.310126582278481,3,0.8102377629244664,0.5189873417721519,0.6455696202531646,2.4765700999694533,2.191627541580532,,2.642631538683855,2.5235927599199303e-05
iTransformer__ILI__h48__s2021,iTransformer,ILI,48,2021,3,fredf|none|san_lite,50,146,2.2831738360532343,2.289681928819173,2.1878582545339245,none,2.2831738360532343,-0.28504587181087837,-0.28504587181087837,0.0,4.174696644388392,-6.827942149785784,0.2808219178082192,3,0.9018241922243394,0.5068493150684932,0.5205479452054794,2.3092887524056107,2.2831738360532343,,2.6222608477285463,0.3152471367488149
iTransformer__ILI__h60__s2021,iTransformer,ILI,60,2021,3,fredf|none|san_lite,38,134,2.3185477496972724,2.3185477496972724,2.256750062775256,none,2.3185477496972724,0.0,0.0,0.0,2.665361838248042,0.0,0.0,1,0.8862066775572398,0.5746268656716418,0.5746268656716418,2.423306876598899,2.3185477496972724,,2.6086420403487645,
iTransformer__Weather__h96__s2021,iTransformer,Weather,96,2021,4,fredf|none|revin|san_lite,5175,10444,0.17499910089251886,0.17385808113400267,0.1547012023579783,fredf,0.17347896500957516,0.6520146404697588,-0.2185372298044308,0.8686535388936931,11.598858754646491,5.621368914217014,0.8991765607047109,4,0.9407616084394065,0.3116621983914209,0.3682497127537342,0.17347896500957516,0.17499910089251886,0.17498902831071783,0.17458715287075716,0.047639927494065155
iTransformer__Weather__h192__s2021,iTransformer,Weather,192,2021,3,fredf|none|san_lite,5079,10348,0.22515383833219382,0.22326904320858987,0.20526876897581,none,0.22515383833219382,0.8371143648080925,0.8371143648080925,0.0,8.831770092658559,9.478443799865774,0.8483764978739853,3,0.9866088424531754,0.3645148821028218,0.3860649400850406,0.22195834110145016,0.22515383833219382,,0.2251179980707744,1.520743634922414e-11
iTransformer__Weather__h336__s2021,iTransformer,Weather,336,2021,3,fredf|none|san_lite,4935,10204,0.28164756853792045,0.28119325080885754,0.2620293338013129,none,0.28164756853792045,0.16130717244239998,0.16130717244239998,0.0,6.965526043196269,2.315793113597472,0.586436691493532,3,0.9984736127507073,0.3531948255586045,0.34790278322226575,0.28205358305955486,0.28164756853792045,,0.28653279689306,0.7704336714194433
iTransformer__Weather__h720__s2021,iTransformer,Weather,720,2021,4,fredf|none|revin|san_lite,4551,9820,0.359436254928651,0.360418018007503,0.3377349072395845,none,0.359436254928651,-0.27313969177765773,-0.27313969177765773,0.0,6.037606777678536,-4.523972855848918,0.7465376782077393,4,0.9686285986092138,0.28879837067209774,0.3303462321792261,0.3593929210385638,0.359436254928651,0.3581313862463425,0.36435195123302594,9.196306405718134e-07
