key,backbone,dataset,pred_len,gain_full,gain_drop_w_pc,delta_drop_w_pc,gain_drop_w_ns,delta_drop_w_ns,gain_drop_w_fr,delta_drop_w_fr,gain_drop_w_sd,delta_drop_w_sd,gain_drop_w_ch,delta_drop_w_ch
PatchTST__ETTm1__h336__s2021,PatchTST,ETTm1,336,-2.1924507858412143,-2.6235309430764184,-0.4310801572352041,-2.2101398652917497,-0.017689079450535328,-2.4142385989666924,-0.22178781312547802,-2.296962145491221,-0.10451135965000669,-2.4059245392284403,-0.21347375338722596
PatchTST__ETTm1__h720__s2021,PatchTST,ETTm1,720,-0.98746987075093,-1.327559059554489,-0.3400891888035591,-1.5431027456243789,-0.5556328748734489,-0.8467850773134313,0.14068479343749862,-0.9414520765432487,0.04601779420768126,-1.0320231423431643,-0.04455327159223432
PatchTST__ETTm2__h96__s2021,PatchTST,ETTm2,96,-3.191957963359773,-3.142527621210689,0.04943034214908426,-2.2010928011725057,0.9908651621872675,-3.2926885530678076,-0.10073058970803439,-3.7838662377656083,-0.591908274405835,-4.2059733390025595,-1.0140153756427863
PatchTST__ETTm2__h192__s2021,PatchTST,ETTm2,192,-2.0874982730836633,-2.0171699400448806,0.07032833303878272,-1.0737028879037527,1.0137953851799106,-1.8145157196182091,0.2729825534654542,-2.00071267006839,0.08678560301527316,-2.1004430531008387,-0.012944780017175361
PatchTST__ETTm2__h336__s2021,PatchTST,ETTm2,336,-1.6257406222445197,-1.4580281646946693,0.1677124575498503,-1.151139274793706,0.4746013474508137,-1.0622033528897825,0.5635372693547371,-1.0719314004689127,0.553809221775607,-1.7279383278863398,-0.10219770564182018
PatchTST__ETTm2__h720__s2021,PatchTST,ETTm2,720,-2.816917656733521,-3.25983302191385,-0.4429153651803288,-2.956579257467353,-0.13966160073383183,-2.6428031654250677,0.17411449130845336,-2.649571635521812,0.16734602121170905,-2.8507805939605197,-0.033862937226998735
PatchTST__Electricity__h96__s2021,PatchTST,Electricity,96,-0.09426292454408908,-0.05154803737704874,0.04271488716704034,-0.35266806034091497,-0.2584051357968259,-0.07933138226338812,0.014931542280700955,-0.052972123579664465,0.04129080096442461,-0.01138285374924507,0.08288007079484401
PatchTST__Electricity__h192__s2021,PatchTST,Electricity,192,-0.05918867969017023,-0.06390092755403007,-0.004712247863859841,-0.692824384802122,-0.6336357051119518,-0.1943490326484054,-0.13516035295823517,-0.16143415193148253,-0.10224547224131231,-0.033761085486136676,0.025427594204033552
PatchTST__Electricity__h336__s2021,PatchTST,Electricity,336,-0.05488049920352204,-0.1351655407725587,-0.08028504156903668,-0.2292595796640463,-0.17437908046052428,-0.060046234332950275,-0.005165735129428237,-0.05321353646403412,0.0016669627394879163,-0.017664733462934266,0.03721576574058777
PatchTST__Electricity__h720__s2021,PatchTST,Electricity,720,-0.4784234070998026,-0.1327738675665472,0.3456495395332554,-1.4704274493034455,-0.9920040422036429,-0.29192438136923404,0.18649902573056854,-0.9927106929045728,-0.5142872858047702,-0.0918313078876403,0.3865920992121623
PatchTST__Exchange__h96__s2021,PatchTST,Exchange,96,0.17333026279318067,0.006474361001798542,-0.16685590179138213,2.4012453813390504,2.22791511854587,0.028734496549937528,-0.14459576624324313,-1.5270080326489837,-1.7003382954421644,-2.5565790579303194,-2.7299093207235
PatchTST__Exchange__h192__s2021,PatchTST,Exchange,192,-3.9882798291014065,-4.193243161753503,-0.20496333265209632,-0.5671428245196717,3.421137004581735,-3.2403091863768223,0.7479706427245842,-4.452737063328632,-0.4644572342272255,-4.854795395441171,-0.8665155663397641
