key,backbone,dataset,pred_len,seed,n_arms,arms,n_val_windows,n_test_windows,mse_none,mse_gate,mse_oracle,best_fixed_val,mse_best_fixed,gain_gate_vs_none,gain_gate_vs_best_fixed,gain_bestfixed_vs_none,gain_oracle_vs_none,oracle_realized_pct,switch_rate,n_distinct_choices,oracle_arm_entropy,gate_acc,majority_acc,mse_fixed_fredf,mse_fixed_none,mse_fixed_revin,mse_fixed_san_lite,wilcoxon_p_gate_vs_best_fixed
PatchTST__ETTh1__h96__s2021,PatchTST,ETTh1,96,2021,4,fredf|none|revin|san_lite,2785,2785,0.3838057347110187,0.38615393563971273,0.3678644415934167,revin,0.3838058475264527,-0.6118201778449092,-0.6117906041262401,-2.9393889614315114e-05,4.1534796580262805,-14.730303942243562,0.8926391382405745,4,0.9755714565986062,0.3310592459605027,0.34290843806104127,0.40038010719327566,0.3838057347110187,0.3838058475264527,0.3963526018886849,0.07762720151943071
PatchTST__ETTh1__h192__s2021,PatchTST,ETTh1,192,2021,3,fredf|none|san_lite,2689,2689,0.4312298646333183,0.4340086902837055,0.4138778410145411,none,0.4312298646333183,-0.6443954554825672,-0.6443954554825672,0.0,4.023845526907478,-16.014418325364492,0.41613982893268875,3,0.9710655991270877,0.4589066567497211,0.4510970621048717,0.45287175469901225,0.4312298646333183,,0.4446708385819793,0.08477599859096567
PatchTST__ETTh1__h336__s2021,PatchTST,ETTh1,336,2021,3,fredf|none|san_lite,2545,2545,0.4701711084847366,0.4695584265387128,0.45190810511411994,none,0.4701711084847366,0.13031041996540496,0.13031041996540496,0.0,3.884331266001362,3.354771028383862,0.48290766208251473,3,0.9020779594561195,0.5324165029469549,0.5096267190569744,0.5063419833750059,0.4701711084847366,,0.48105443498240474,0.1134812439803042
PatchTST__ETTh1__h720__s2021,PatchTST,ETTh1,720,2021,4,fredf|none|revin|san_lite,2161,2161,0.47471719344475377,0.47429677452383523,0.45811798352160316,none,0.47471719344475377,0.0885619747342442,0.0885619747342442,0.0,3.496652354776659,2.5327646486768227,0.4285053216103656,3,0.8270058623093653,0.3766774641369736,0.4812586765386395,0.5369186373233574,0.47471719344475377,0.47471861139263943,0.4718411241428326,0.5919647418034748
PatchTST__ETTh2__h96__s2021,PatchTST,ETTh2,96,2021,3,fredf|none|san_lite,2785,2785,0.2869951405032426,0.2936677838088794,0.26598353855298495,none,0.2869951405032426,-2.3250021912960532,-2.3250021912960532,0.0,7.321239625639945,-31.756947048187534,0.6337522441651705,3,0.9854160694762036,0.3576301615798923,0.3755834829443447,0.2940413616075978,0.2869951405032426,,0.2951118847331838,7.126813762143555e-13
PatchTST__ETTh2__h192__s2021,PatchTST,ETTh2,192,2021,3,fredf|none|san_lite,2689,2689,0.37013216606106136,0.3749413076315772,0.3451990620681636,none,0.37013216606106136,-1.2993038734465063,-1.2993038734465063,0.0,6.736270521464799,-19.2881783659701,0.7437709185570844,3,0.9865918844715129,0.43994049832651544,0.4068426924507252,0.380370926182591,0.37013216606106136,,0.3733840989604919,0.0035069937132834778
PatchTST__ETTh2__h336__s2021,PatchTST,ETTh2,336,2021,3,fredf|none|san_lite,2545,2545,0.4164699554428722,0.414647010137091,0.38749735272381536,none,0.4164699554428722,0.4377135209761554,0.4377135209761554,0.0,6.9567089631178645,6.2919625254076,0.6247544204322201,3,0.9907128075082653,0.4129666011787819,0.3976424361493124,0.41885836376920194,0.4164699554428722,,0.41469255009106193,5.4050581048653595e-19
PatchTST__ETTh2__h720__s2021,PatchTST,ETTh2,720,2021,3,fredf|none|san_lite,2161,2161,0.4234164401799206,0.42488464927201686,0.39458567585687515,san_lite,0.42327379780075497,-0.34675297243274866,-0.3805696170251359,0.033688436638091956,6.809080042032947,-5.092508389976181,0.35770476631189263,2,0.9897412955235009,0.3068024062933827,0.4039796390559926,0.42717531992640556,0.4234164401799206,,0.42327379780075497,0.0869469115655773
PatchTST__ETTm1__h96__s2021,PatchTST,ETTm1,96,2021,3,fredf|none|san_lite,11425,11425,0.32846387507715946,0.3378325253020752,0.3062916126775533,none,0.32846387507715946,-2.852261979399232,-2.852261979399232,0.0,6.750289478357457,-42.253920937989605,0.20393873085339168,3,0.8268361583396667,0.5558862144420131,0.6311597374179431,0.3887122082054876,0.32846387507715946,,0.38321423874479155,4.855445816222e-112
PatchTST__ETTm1__h192__s2021,PatchTST,ETTm1,192,2021,3,fredf|none|san_lite,11329,11329,0.3695341113421095,0.37718970392066065,0.3523643203040241,none,0.3695341113421095,-2.071687658475183,-2.071687658475183,0.0,4.646334536121727,-44.58756988436205,0.21096301527054462,3,0.782214933373874,0.5944920116515138,0.6683732015182275,0.4618637598949062,0.3695341113421095,,0.41838001298941513,1.8157961971190207e-86
PatchTST__ETTm1__h336__s2021,PatchTST,ETTm1,336,2021,3,fredf|none|san_lite,11185,11185,0.40036630155281344,0.40914413567747343,0.38702193735817686,none,0.40036630155281344,-2.1924507858412143,-2.1924507858412143,0.0,3.333038805425776,-65.77933572534101,0.17139025480554315,3,0.718952915454381,0.6183281180151989,0.7085382208314707,0.4931569244254632,0.40036630155281344,,0.4511944498582029,4.1733033432194426e-147
PatchTST__ETTm1__h720__s2021,PatchTST,ETTm1,720,2021,3,fredf|none|san_lite,10801,10801,0.4627600083010868,0.46732962395695443,0.4505171922553127,none,0.4627600083010868,-0.98746987075093,-0.98746987075093,0.0,2.6456080530152604,-37.32487393757479,0.16526247569669475,3,0.7173351118155944,0.6368854735672623,0.6950282381260995,0.5747780053566014,0.4627600083010868,,0.5045718898426415,4.040642749193048e-59
PatchTST__ETTm2__h96__s2021,PatchTST,ETTm2,96,2021,3,fredf|none|san_lite,11425,11425,0.17650727943303288,0.18214131759483718,0.1635461168799802,none,0.17650727943303288,-3.191957963359773,-3.191957963359773,0.0,7.343132019604176,-43.46861740456031,0.5799562363238512,3,0.9825492127970922,0.3663019693654267,0.41549234135667396,0.18660787360257666,0.17650727943303288,,0.18433471788959965,3.152716256829728e-39
PatchTST__ETTm2__h192__s2021,PatchTST,ETTm2,192,2021,3,fredf|none|san_lite,11329,11329,0.24212209239877647,0.24717638689637583,0.22731289142684058,none,0.24212209239877647,-2.0874982730836633,-2.0874982730836633,0.0,6.116418714688738,-34.1294206678415,0.5988171948097802,3,0.9782057342000751,0.36711095418836615,0.42395621855415305,0.25491538460219526,0.24212209239877647,,0.2483829018354984,4.771181700008994e-30
PatchTST__ETTm2__h336__s2021,PatchTST,ETTm2,336,2021,3,fredf|none|san_lite,11185,11185,0.30318675506152265,0.3081157852998391,0.28648098077013867,none,0.30318675506152265,-1.6257406222445197,-1.6257406222445197,0.0,5.510060717506919,-29.50494931901197,0.6776933392936969,3,0.9861223313634037,0.3635225748770675,0.40330800178810905,0.31416234756833644,0.30318675506152265,,0.3093595311655149,3.798125716179095e-07
PatchTST__ETTm2__h720__s2021,PatchTST,ETTm2,720,2021,3,fredf|none|san_lite,10801,10801,0.4003962972526909,0.41167513124693733,0.3777029023516698,none,0.4003962972526909,-2.816917656733521,-2.816917656733521,0.0,5.6677334572458715,-49.70095502653048,0.7844644014443107,3,0.986612131665978,0.36246643829275066,0.4154244977316915,0.416588928535651,0.4003962972526909,,0.4121360278851941,6.577208061041035e-15
PatchTST__Electricity__h96__s2021,PatchTST,Electricity,96,2021,3,fredf|none|san_lite,2537,5165,0.1921811645974956,0.19236232018366903,0.19184193378323391,none,0.1921811645974956,-0.09426292454408908,-0.09426292454408908,0.0,0.17651616118072858,-53.40186622895346,0.026718296224588576,2,0.1822617178066944,0.9353339787028073,0.9570183930300097,0.25221788117811733,0.1921811645974956,,0.21472420169388567,9.92948915753865e-22
PatchTST__Electricity__h192__s2021,PatchTST,Electricity,192,2021,3,fredf|none|san_lite,2441,5069,0.1961862632442941,0.19630238330324248,0.19597684243658303,none,0.1961862632442941,-0.05918867969017023,-0.05918867969017023,0.0,0.10674590781579797,-55.44819526915876,0.024462418623002566,2,0.24058563728365365,0.9064904320378773,0.925823633852831,0.3161286588785422,0.1961862632442941,,0.21296302833561126,4.146617180446004e-17
PatchTST__Electricity__h336__s2021,PatchTST,Electricity,336,2021,3,fredf|none|san_lite,2297,4925,0.21188246930765017,0.2119987514645315,0.21171302811597204,none,0.21188246930765017,-0.05488049920352204,-0.05488049920352204,0.0,0.07996942466783895,-68.62685220955707,0.03451776649746193,2,0.2123994689690737,0.914517766497462,0.9376649746192893,0.41602563182109503,0.21188246930765017,,0.22853289887687275,5.4416129868567335e-14
PatchTST__Electricity__h720__s2021,PatchTST,Electricity,720,2021,3,fredf|none|san_lite,1913,4541,0.2535597536498769,0.25477284286232726,0.2533730151986162,none,0.2535597536498769,-0.4784234070998026,-0.4784234070998026,0.0,0.0736467237295779,-649.6193996280401,0.13895617705351243,2,0.211821226310991,0.824928429861264,0.9378991411583352,0.5677135858444411,0.2535597536498769,,0.2699576135321982,6.062027558315239e-95
PatchTST__Exchange__h96__s2021,PatchTST,Exchange,96,2021,3,fredf|none|san_lite,665,1422,0.0852682413585725,0.08843391382563781,0.07548313248252861,san_lite,0.08858746270755236,-3.7126043842229683,0.17333026279318067,-3.8926818426837753,11.47567807195707,-32.35193912345787,0.5738396624472574,3,0.9759681856613956,0.3509142053445851,0.4177215189873418,0.10133057325664493,0.0852682413585725,,0.08858746270755236,0.46907348038304775
PatchTST__Exchange__h192__s2021,PatchTST,Exchange,192,2021,3,fredf|none|san_lite,569,1326,0.1803136115983623,0.18964883424257395,0.16526431112295947,san_lite,0.18237520089207238,-5.1772146103720305,-3.9882798291014065,-1.1433353674323374,8.34618104640972,-62.030940633082686,0.26244343891402716,3,0.9895014346228082,0.2956259426847662,0.3778280542986425,0.20600486683292626,0.1803136115983623,,0.18237520089207238,3.0612213158603844e-08
PatchTST__Exchange__h336__s2021,PatchTST,Exchange,336,2021,3,fredf|none|san_lite,425,1182,0.32501362515660714,0.34702855783519404,0.3078456688829888,san_lite,0.34338404473339645,-6.773541468580375,-1.0613519054493563,-5.65219983250888,5.282226634435147,-128.23269308493343,0.7140439932318104,3,0.9240268191651592,0.3011844331641286,0.5321489001692047,0.36818478098249474,0.32501362515660714,,0.34338404473339645,0.003513242148807652
PatchTST__Exchange__h720__s2021,PatchTST,Exchange,720,2021,3,fredf|none|san_lite,41,798,0.8434326423140696,0.8787826002764523,0.7998579394697845,san_lite,0.8787826002764523,-4.191201073905972,0.0,-4.191201073905972,5.166352433868394,-81.1249547424227,1.0,1,0.9581259801321557,0.22305764411027568,0.46867167919799496,0.9212289374872557,0.8434326423140696,,0.8787826002764523,
PatchTST__ILI__h24__s2021,PatchTST,ILI,24,2021,3,fredf|none|san_lite,74,170,2.8632270951481424,2.856877831851735,2.5547021606389215,none,2.8632270951481424,0.2217519981968729,0.2217519981968729,0.0,10.775426616768243,2.057941704610317,0.23529411764705882,2,0.938853895113725,0.5352941176470588,0.4588235294117647,2.9102019877118224,2.8632270951481424,,3.244197124681052,0.042393563574036855
PatchTST__ILI__h36__s2021,PatchTST,ILI,36,2021,3,fredf|none|san_lite,62,158,2.7963005932448786,2.8119389013021805,2.6676428738651397,none,2.7963005932448786,-0.5592498923425595,-0.5592498923425595,0.0,4.600997463952762,-12.154970671462959,0.569620253164557,2,0.8937106905740582,0.5443037974683544,0.5189873417721519,2.8389049845783014,2.7963005932448786,,3.434044325842133,0.6948294294914945
PatchTST__ILI__h48__s2021,PatchTST,ILI,48,2021,3,fredf|none|san_lite,50,146,2.736687513655179,2.736687513655179,2.7164088377397353,none,2.736687513655179,0.0,0.0,0.0,0.7409934752964107,0.0,0.0,1,0.6783614339999116,0.7328767123287672,0.7328767123287672,2.855856708059572,2.736687513655179,,3.3019955631804794,
PatchTST__ILI__h60__s2021,PatchTST,ILI,60,2021,3,fredf|none|san_lite,38,134,2.748105302230636,2.748105302230636,2.7201544486764653,none,2.748105302230636,0.0,0.0,0.0,1.017095434133209,0.0,0.0,1,0.5254726352089483,0.8283582089552238,0.8283582089552238,2.8940613207532397,2.748105302230636,,3.1920411822511188,
PatchTST__Weather__h96__s2021,PatchTST,Weather,96,2021,4,fredf|none|revin|san_lite,5175,10444,0.18469134765263034,0.18469500194750627,0.17433684032423938,revin,0.1846863709535337,-0.001978595598736068,-0.004673324798112694,0.002694603271813714,5.606384630323766,-0.03529182760389237,0.8114707008808886,4,0.9632509475443884,0.2950976637303715,0.38864419762543084,0.18790360852471033,0.18469134765263034,0.1846863709535337,0.1862417274560995,0.15309571130635866
PatchTST__Weather__h192__s2021,PatchTST,Weather,192,2021,3,fredf|none|san_lite,5079,10348,0.22971720046248212,0.23114181394034664,0.22079310600675,none,0.22971720046248212,-0.6201596898230466,-0.6201596898230466,0.0,3.8848176965968055,-15.963675471742954,0.5017394665635871,3,0.9755534858050778,0.37611132586006957,0.4224971008890607,0.24081537881660897,0.22971720046248212,,0.23248849513824954,2.716609978105811e-46
PatchTST__Weather__h336__s2021,PatchTST,Weather,336,2021,3,fredf|none|san_lite,4935,10204,0.28531355516286294,0.28619204346354876,0.2752195727894238,none,0.28531355516286294,-0.3079027563836852,-0.3079027563836852,0.0,3.5378558749660107,-8.703089307054933,0.5636025088200706,3,0.9922594406303304,0.37465699725597806,0.36720893767150137,0.2948667372458971,0.28531355516286294,,0.28648590251528855,9.127672805365526e-09
