metric,label,paper_section,unit,source,dataset,n_groups,n_backbones,n_horizons,mean_pct,median_pct,min_pct,max_pct,sd_pct,n_groups_positive,n_groups_negative,frac_groups_positive_pct,dataset_mean_sign
b2_oracle_vs_bf,"per-window oracle headroom vs best_fixed_val (%), online support",§8 派生量（论文未单印）,"decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_online.csv (insufficient==False),ETTm2,16,4,4,11.148605681395576,10.193550115767575,5.477529436470042,23.2040859730246,4.643671227333256,16,0,100.0,1
b2_oracle_vs_bf,"per-window oracle headroom vs best_fixed_val (%), online support",§8 派生量（论文未单印）,"decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_online.csv (insufficient==False),Electricity,16,4,4,0.7534725834956424,0.5738287234681043,0.0021595397048671,2.01493077205388,0.6760308584972669,16,0,100.0,1
b2_oracle_vs_bf,"per-window oracle headroom vs best_fixed_val (%), online support",§8 派生量（论文未单印）,"decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_online.csv (insufficient==False),Exchange,12,4,3,16.701050605798464,14.219305432844084,7.690731439054438,34.71018037827944,9.182559145383143,12,0,100.0,1
b2_oracle_vs_bf,"per-window oracle headroom vs best_fixed_val (%), online support",§8 派生量（论文未单印）,"decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_online.csv (insufficient==False),ILI,16,4,4,8.374377368445685,5.24329139382065,0.7303416222352205,30.428793622479766,8.020504416313633,16,0,100.0,1
b2_oracle_vs_bf,"per-window oracle headroom vs best_fixed_val (%), online support",§8 派生量（论文未单印）,"decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_online.csv (insufficient==False),Weather,15,4,4,7.287739758635874,7.8649854798078955,2.8762410023644227,11.048697104822766,2.613673177562551,15,0,100.0,1
b2_oracle_vs_bf,"per-window oracle headroom vs best_fixed_val (%), online support",§8 派生量（论文未单印）,"decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_online.csv (insufficient==False),ALL,123,4,8,8.346985624506317,7.254678624496817,0.0021595397048671,34.71018037827944,6.5420982544757145,123,0,100.0,1
c2_gate_vs_none,static complexity-feature gate vs none (%),"§9.1 (tab:gate, in-pool reg)","decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_inpool.csv,ETTh1,12,3,4,0.4879195991923202,0.09802952083534194,-1.732286779758977,6.525817639242263,2.0316837855367513,7,5,58.333333333333336,1
c2_gate_vs_none,static complexity-feature gate vs none (%),"§9.1 (tab:gate, in-pool reg)","decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_inpool.csv,ETTh2,12,3,4,9.444473724128162,1.569636860426195,-2.325002191296053,46.85198009635176,15.456763162123348,8,4,66.66666666666666,1
c2_gate_vs_none,static complexity-feature gate vs none (%),"§9.1 (tab:gate, in-pool reg)","decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_inpool.csv,ETTm1,12,3,4,-0.45714209234064973,-0.6031757845416577,-2.852261979399232,4.584144727076139,1.9125852667382202,3,9,25.0,-1
c2_gate_vs_none,static complexity-feature gate vs none (%),"§9.1 (tab:gate, in-pool reg)","decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_inpool.csv,ETTm2,12,3,4,5.246573967067554,-0.028000972587100798,-3.191957963359773,24.907546795350896,9.821376449328847,6,6,50.0,1
c2_gate_vs_none,static complexity-feature gate vs none (%),"§9.1 (tab:gate, in-pool reg)","decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_inpool.csv,Electricity,12,3,4,-0.19618451939720183,-0.2863431658219458,-1.786960360364413,1.6699932916839102,1.0999425177151458,3,9,25.0,-1
c2_gate_vs_none,static complexity-feature gate vs none (%),"§9.1 (tab:gate, in-pool reg)","decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_inpool.csv,Exchange,12,3,4,-2.965911328169749,-2.4698427762120843,-17.710211041598843,10.084476326471044,6.271147990098841,2,10,16.666666666666664,-1
c2_gate_vs_none,static complexity-feature gate vs none (%),"§9.1 (tab:gate, in-pool reg)","decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_inpool.csv,ILI,12,3,4,0.20864652058518285,0.0,-4.172252975832602,4.893251157472874,2.2872003794500215,5,4,41.66666666666667,1
c2_gate_vs_none,static complexity-feature gate vs none (%),"§9.1 (tab:gate, in-pool reg)","decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_inpool.csv,Weather,12,3,4,0.21811775220780674,0.1101257322151082,-0.6201596898230466,1.2991851169906867,0.5333850763008302,7,5,58.333333333333336,1
c2_gate_vs_none,static complexity-feature gate vs none (%),"§9.1 (tab:gate, in-pool reg)","decision group = (backbone, dataset, pred_len) @ seed 2021",monday_final/p2/selector_window_inpool.csv,ALL,96,3,8,1.4983117029091784,-0.08032449398950864,-17.710211041598843,46.85198009635176,7.663286860431155,41,52,42.70833333333333,1
